health_score_id,vendor_id,vendor_name,month,month_index,relationship_arc,payment_reliability_score,win_rate_score,admin_burden_score,forecast_accuracy_score,composite_health_score,trend_3mo,thin_data_flag,alert_flag,alert_reason
HS-V017-202410,V017,Türk Makina A.Ş.,2024-10-01,9,stable,88.5,63.3,89.0,,84.2,declining,False,False,
HS-V018-202410,V018,Guangzhou Mech & Elec Co.,2024-10-01,9,collapse,85.7,45.0,90.0,,79.8,declining,False,True,
HS-V019-202410,V019,Emerald Isle Castings Ltd,2024-10-01,9,stable,87.5,84.3,94.5,100.0,90.7,stable,False,False,
HS-V020-202410,V020,Rajasthan Rare Earths Ltd,2024-10-01,9,improving,96.6,90.8,80.0,85.9,90.0,stable,False,False,
HS-V021-202410,V021,Helios Micro Systems,2024-10-01,9,new_proving,83.9,87.3,78.8,,83.0,improving,True,False,
HS-V022-202410,V022,Andean Precision SRL,2024-10-01,9,new_proving,89.7,100.0,69.2,,85.5,stable,True,False,
HS-V023-202410,V023,Sahara Industrial FZE,2024-10-01,9,new_proving,91.3,64.6,63.8,,78.5,improving,True,False,
HS-V024-202410,V024,BalticTech UAB,2024-10-01,9,new_proving,90.1,57.5,74.3,,79.7,declining,True,True,
HS-V001-202411,V001,Kovacs Precision GmbH,2024-11-01,10,declining,54.0,74.7,93.1,100.0,73.8,declining,False,True,
HS-V002-202411,V002,Tanaka Electrical KK,2024-11-01,10,stable,83.1,85.7,92.2,70.7,83.9,declining,False,False,
HS-V003-202411,V003,Patel Alloys Pvt Ltd,2024-11-01,10,improving,94.6,57.5,89.0,95.4,87.7,stable,False,False,
HS-V004-202411,V004,Strömberg Hydraulics AB,2024-11-01,10,stable,87.8,97.0,86.1,81.5,87.8,declining,False,False,
HS-V005-202411,V005,Cerro Negro Metals SA,2024-11-01,10,stable,90.7,70.0,94.2,,88.1,declining,False,False,
HS-V006-202411,V006,Bright Spark Electronics Ltd,2024-11-01,10,stable,84.5,100.0,60.7,,80.2,declining,False,False,
HS-V007-202411,V007,Nakamura Tooling Co.,2024-11-01,10,stable,83.3,68.6,63.8,100.0,78.7,declining,False,True,
HS-V008-202411,V008,Delta Composites Inc.,2024-11-01,10,stable,94.1,82.5,95.0,,92.3,stable,False,False,
HS-V009-202411,V009,Fischer & Söhne KG,2024-11-01,10,stable,92.3,92.1,87.1,78.4,88.9,declining,False,False,
HS-V010-202411,V010,Adriatic Fastenings d.o.o.,2024-11-01,10,stable,91.7,88.4,96.1,,92.4,stable,False,False,
HS-V011-202411,V011,Solaris Power Components,2024-11-01,10,stable,92.3,60.3,67.5,,79.3,improving,False,False,
HS-V012-202411,V012,Indra Copper Works,2024-11-01,10,improving,99.0,95.0,87.9,100.0,95.8,stable,False,False,
HS-V013-202411,V013,Vantage Sensors GmbH,2024-11-01,10,stable,97.8,100.0,88.6,100.0,96.2,declining,False,False,
HS-V014-202411,V014,Coastal Alloys Pty Ltd,2024-11-01,10,stable,93.5,70.0,92.2,,89.0,stable,False,False,
HS-V015-202411,V015,Nordic Steel AS,2024-11-01,10,stable,93.9,95.0,87.8,100.0,93.4,stable,False,False,
HS-V016-202411,V016,Precision Arc Systems,2024-11-01,10,stable,93.7,85.7,65.0,,83.8,declining,False,False,
HS-V017-202411,V017,Türk Makina A.Ş.,2024-11-01,10,stable,87.3,62.2,94.2,,84.9,stable,False,False,
HS-V018-202411,V018,Guangzhou Mech & Elec Co.,2024-11-01,10,collapse,81.5,45.0,88.8,,77.2,declining,False,True,
HS-V019-202411,V019,Emerald Isle Castings Ltd,2024-11-01,10,stable,90.9,88.4,89.0,100.0,91.4,stable,False,False,
HS-V020-202411,V020,Rajasthan Rare Earths Ltd,2024-11-01,10,improving,91.0,100.0,85.5,85.9,90.2,stable,False,False,
HS-V021-202411,V021,Helios Micro Systems,2024-11-01,10,new_proving,83.1,80.5,73.3,,79.8,stable,False,False,
HS-V022-202411,V022,Andean Precision SRL,2024-11-01,10,new_proving,88.5,92.8,78.3,,86.3,stable,False,False,
HS-V023-202411,V023,Sahara Industrial FZE,2024-11-01,10,new_proving,89.5,60.3,57.8,,75.0,stable,False,False,
HS-V024-202411,V024,BalticTech UAB,2024-11-01,10,new_proving,87.3,56.5,73.6,,77.8,declining,False,True,
HS-V001-202412,V001,Kovacs Precision GmbH,2024-12-01,11,declining,56.3,73.2,100.0,100.0,76.3,declining,False,True,
HS-V002-202412,V002,Tanaka Electrical KK,2024-12-01,11,stable,88.3,88.0,95.0,70.7,87.3,declining,False,False,
HS-V003-202412,V003,Patel Alloys Pvt Ltd,2024-12-01,11,improving,100.0,57.0,84.3,95.4,88.9,stable,False,False,
HS-V004-202412,V004,Strömberg Hydraulics AB,2024-12-01,11,stable,98.5,100.0,87.1,81.5,93.3,declining,False,False,
HS-V005-202412,V005,Cerro Negro Metals SA,2024-12-01,11,stable,98.1,68.9,95.6,,92.2,stable,False,False,
HS-V006-202412,V006,Bright Spark Electronics Ltd,2024-12-01,11,stable,89.1,100.0,69.0,,85.1,declining,False,False,
HS-V007-202412,V007,Nakamura Tooling Co.,2024-12-01,11,stable,90.9,67.9,45.0,100.0,77.3,declining,False,True,
HS-V008-202412,V008,Delta Composites Inc.,2024-12-01,11,stable,100.0,80.9,100.0,,96.6,stable,False,False,
HS-V009-202412,V009,Fischer & Söhne KG,2024-12-01,11,stable,100.0,97.0,92.1,78.4,94.3,declining,False,False,
HS-V010-202412,V010,Adriatic Fastenings d.o.o.,2024-12-01,11,stable,98.5,86.2,95.6,,95.5,stable,False,False,
HS-V011-202412,V011,Solaris Power Components,2024-12-01,11,stable,100.0,62.2,68.9,,84.2,stable,False,False,
HS-V012-202412,V012,Indra Copper Works,2024-12-01,11,improving,100.0,92.8,93.9,100.0,97.4,stable,False,False,
HS-V013-202412,V013,Vantage Sensors GmbH,2024-12-01,11,stable,100.0,100.0,85.6,100.0,96.4,declining,False,False,
HS-V014-202412,V014,Coastal Alloys Pty Ltd,2024-12-01,11,stable,100.0,68.9,100.0,,94.5,improving,False,False,
HS-V015-202412,V015,Nordic Steel AS,2024-12-01,11,stable,99.1,92.8,92.1,100.0,96.5,stable,False,False,
HS-V016-202412,V016,Precision Arc Systems,2024-12-01,11,stable,100.0,88.0,68.2,,88.5,declining,False,False,
HS-V017-202412,V017,Türk Makina A.Ş.,2024-12-01,11,stable,95.3,61.7,91.2,,88.2,stable,False,False,
HS-V018-202412,V018,Guangzhou Mech & Elec Co.,2024-12-01,11,collapse,86.7,45.0,83.9,,78.5,declining,False,True,collapse_arc
HS-V019-202412,V019,Emerald Isle Castings Ltd,2024-12-01,11,stable,97.7,86.2,93.9,100.0,95.4,stable,False,False,
HS-V020-202412,V020,Rajasthan Rare Earths Ltd,2024-12-01,11,improving,100.0,100.0,91.2,85.9,95.7,stable,False,False,
HS-V021-202412,V021,Helios Micro Systems,2024-12-01,11,new_proving,99.7,85.2,69.0,,88.1,declining,False,False,
HS-V022-202412,V022,Andean Precision SRL,2024-12-01,11,new_proving,97.7,89.0,74.0,,89.2,improving,False,False,
HS-V023-202412,V023,Sahara Industrial FZE,2024-12-01,11,new_proving,93.9,73.9,58.3,,79.9,declining,False,True,
HS-V024-202412,V024,BalticTech UAB,2024-12-01,11,new_proving,95.3,55.6,72.5,,81.6,declining,False,False,
HS-V001-202501,V001,Kovacs Precision GmbH,2025-01-01,12,declining,50.9,71.8,100.0,100.0,73.7,declining,False,True,
HS-V002-202501,V002,Tanaka Electrical KK,2025-01-01,12,stable,97.8,96.6,89.2,84.2,93.4,declining,False,False,
HS-V003-202501,V003,Patel Alloys Pvt Ltd,2025-01-01,12,improving,100.0,56.5,90.8,100.0,91.2,improving,False,False,
HS-V004-202501,V004,Strömberg Hydraulics AB,2025-01-01,12,stable,98.5,98.7,92.1,78.9,94.0,stable,False,False,
HS-V005-202501,V005,Cerro Negro Metals SA,2025-01-01,12,stable,97.8,67.9,93.0,,91.1,stable,False,False,
HS-V006-202501,V006,Bright Spark Electronics Ltd,2025-01-01,12,stable,91.9,92.3,72.1,,86.1,declining,False,False,
HS-V007-202501,V007,Nakamura Tooling Co.,2025-01-01,12,stable,92.4,66.2,82.0,89.8,85.5,declining,False,False,
HS-V008-202501,V008,Delta Composites Inc.,2025-01-01,12,stable,100.0,79.4,100.0,,96.4,improving,False,False,
HS-V009-202501,V009,Fischer & Söhne KG,2025-01-01,12,stable,100.0,100.0,100.0,100.0,100.0,stable,False,False,
HS-V010-202501,V010,Adriatic Fastenings d.o.o.,2025-01-01,12,stable,98.8,84.3,82.0,,91.3,declining,False,False,
HS-V011-202501,V011,Solaris Power Components,2025-01-01,12,stable,100.0,62.2,67.8,,83.9,stable,False,False,
HS-V012-202501,V012,Indra Copper Works,2025-01-01,12,improving,100.0,79.4,90.8,100.0,94.6,stable,False,False,
HS-V013-202501,V013,Vantage Sensors GmbH,2025-01-01,12,stable,100.0,100.0,92.2,100.0,98.1,stable,False,False,
HS-V014-202501,V014,Coastal Alloys Pty Ltd,2025-01-01,12,stable,99.4,67.9,86.2,,90.0,stable,False,False,
HS-V015-202501,V015,Nordic Steel AS,2025-01-01,12,stable,98.8,90.8,100.0,100.0,98.1,stable,False,False,
HS-V016-202501,V016,Precision Arc Systems,2025-01-01,12,stable,100.0,88.0,68.0,,88.5,stable,False,False,
HS-V017-202501,V017,Türk Makina A.Ş.,2025-01-01,12,stable,100.0,76.4,91.2,,93.3,improving,False,False,
HS-V018-202501,V018,Guangzhou Mech & Elec Co.,2025-01-01,12,collapse,84.1,45.0,81.9,,76.6,declining,False,True,collapse_arc
HS-V019-202501,V019,Emerald Isle Castings Ltd,2025-01-01,12,stable,97.0,83.4,87.8,98.2,92.8,stable,False,False,
HS-V020-202501,V020,Rajasthan Rare Earths Ltd,2025-01-01,12,improving,100.0,100.0,94.2,88.8,96.9,improving,False,False,
HS-V021-202501,V021,Helios Micro Systems,2025-01-01,12,new_proving,100.0,84.3,76.8,,90.4,stable,False,False,
HS-V022-202501,V022,Andean Precision SRL,2025-01-01,12,new_proving,96.8,82.9,74.0,,87.6,improving,False,False,
HS-V023-202501,V023,Sahara Industrial FZE,2025-01-01,12,new_proving,94.6,71.2,58.0,,79.7,declining,False,True,
HS-V024-202501,V024,BalticTech UAB,2025-01-01,12,new_proving,95.6,54.2,86.2,,85.5,stable,False,False,
HS-V001-202502,V001,Kovacs Precision GmbH,2025-02-01,13,declining,36.3,78.5,100.0,100.0,68.1,declining,False,True,declining_trend
HS-V002-202502,V002,Tanaka Electrical KK,2025-02-01,13,stable,99.9,86.7,93.0,84.2,93.8,stable,False,False,
HS-V003-202502,V003,Patel Alloys Pvt Ltd,2025-02-01,13,improving,100.0,57.5,100.0,100.0,93.6,improving,False,False,
HS-V004-202502,V004,Strömberg Hydraulics AB,2025-02-01,13,stable,96.8,93.1,100.0,78.9,94.4,improving,False,False,
HS-V005-202502,V005,Cerro Negro Metals SA,2025-02-01,13,stable,96.3,57.5,100.0,,90.5,stable,False,False,
HS-V006-202502,V006,Bright Spark Electronics Ltd,2025-02-01,13,stable,100.0,99.2,75.9,,92.8,improving,False,False,
HS-V007-202502,V007,Nakamura Tooling Co.,2025-02-01,13,stable,91.5,66.2,94.2,89.8,88.1,stable,False,False,
HS-V008-202502,V008,Delta Composites Inc.,2025-02-01,13,stable,98.5,70.0,100.0,,93.9,improving,False,False,
HS-V009-202502,V009,Fischer & Söhne KG,2025-02-01,13,stable,100.0,94.4,100.0,100.0,99.2,improving,False,False,
HS-V010-202502,V010,Adriatic Fastenings d.o.o.,2025-02-01,13,stable,94.7,84.3,86.2,,90.4,stable,False,False,
HS-V011-202502,V011,Solaris Power Components,2025-02-01,13,stable,91.1,65.8,69.0,,80.1,stable,False,False,
HS-V012-202502,V012,Indra Copper Works,2025-02-01,13,improving,100.0,82.5,100.0,100.0,97.4,stable,False,False,
HS-V013-202502,V013,Vantage Sensors GmbH,2025-02-01,13,stable,100.0,100.0,87.9,100.0,97.0,stable,False,False,
HS-V014-202502,V014,Coastal Alloys Pty Ltd,2025-02-01,13,stable,97.9,70.0,45.0,,77.4,stable,False,False,
HS-V015-202502,V015,Nordic Steel AS,2025-02-01,13,stable,96.3,95.0,100.0,100.0,97.6,stable,False,False,
HS-V016-202502,V016,Precision Arc Systems,2025-02-01,13,stable,100.0,86.7,68.0,,88.2,stable,False,False,
HS-V017-202502,V017,Türk Makina A.Ş.,2025-02-01,13,stable,100.0,76.4,91.2,,93.3,improving,False,False,
HS-V018-202502,V018,Guangzhou Mech & Elec Co.,2025-02-01,13,collapse,80.3,45.0,82.0,,74.6,declining,False,True,collapse_arc
HS-V019-202502,V019,Emerald Isle Castings Ltd,2025-02-01,13,stable,95.9,83.4,92.1,98.2,93.4,stable,False,False,
HS-V020-202502,V020,Rajasthan Rare Earths Ltd,2025-02-01,13,improving,100.0,100.0,100.0,88.8,98.3,improving,False,False,
HS-V021-202502,V021,Helios Micro Systems,2025-02-01,13,new_proving,100.0,88.4,76.7,,91.1,improving,False,False,
HS-V022-202502,V022,Andean Precision SRL,2025-02-01,13,new_proving,100.0,89.4,56.0,,85.2,improving,False,False,
HS-V023-202502,V023,Sahara Industrial FZE,2025-02-01,13,new_proving,92.6,71.2,70.0,,82.2,stable,False,False,
HS-V024-202502,V024,BalticTech UAB,2025-02-01,13,new_proving,94.7,53.6,86.2,,84.9,improving,False,False,
HS-V001-202503,V001,Kovacs Precision GmbH,2025-03-01,14,declining,35.2,81.2,100.0,100.0,68.0,declining,False,True,declining_trend
HS-V002-202503,V002,Tanaka Electrical KK,2025-03-01,14,stable,98.7,92.8,93.8,84.2,94.4,improving,False,False,
HS-V003-202503,V003,Patel Alloys Pvt Ltd,2025-03-01,14,improving,100.0,57.5,100.0,100.0,93.6,improving,False,False,
HS-V004-202503,V004,Strömberg Hydraulics AB,2025-03-01,14,stable,100.0,97.0,100.0,78.9,96.4,improving,False,False,
HS-V005-202503,V005,Cerro Negro Metals SA,2025-03-01,14,stable,95.7,57.5,100.0,,90.2,stable,False,False,
HS-V006-202503,V006,Bright Spark Electronics Ltd,2025-03-01,14,stable,100.0,100.0,72.6,,92.0,improving,False,False,
HS-V007-202503,V007,Nakamura Tooling Co.,2025-03-01,14,stable,94.1,67.3,96.5,89.8,90.0,improving,False,False,
HS-V008-202503,V008,Delta Composites Inc.,2025-03-01,14,stable,95.7,70.0,100.0,,92.4,stable,False,False,
HS-V009-202503,V009,Fischer & Söhne KG,2025-03-01,14,stable,100.0,100.0,100.0,100.0,100.0,improving,False,False,
HS-V010-202503,V010,Adriatic Fastenings d.o.o.,2025-03-01,14,stable,94.1,66.2,77.5,,84.3,declining,False,False,
HS-V011-202503,V011,Solaris Power Components,2025-03-01,14,stable,93.5,68.9,68.3,,81.7,stable,False,False,
HS-V012-202503,V012,Indra Copper Works,2025-03-01,14,improving,100.0,82.5,82.5,100.0,93.0,stable,False,False,
HS-V013-202503,V013,Vantage Sensors GmbH,2025-03-01,14,stable,100.0,100.0,85.3,100.0,96.3,stable,False,False,
HS-V014-202503,V014,Coastal Alloys Pty Ltd,2025-03-01,14,stable,95.7,70.0,72.5,,84.3,declining,False,False,
HS-V015-202503,V015,Nordic Steel AS,2025-03-01,14,stable,98.1,95.0,100.0,100.0,98.4,improving,False,False,
HS-V016-202503,V016,Precision Arc Systems,2025-03-01,14,stable,100.0,88.8,66.7,,88.2,stable,False,False,
HS-V017-202503,V017,Türk Makina A.Ş.,2025-03-01,14,stable,100.0,78.3,95.6,,94.9,improving,False,False,
HS-V018-202503,V018,Guangzhou Mech & Elec Co.,2025-03-01,14,collapse,76.8,45.0,100.0,,78.0,stable,False,True,collapse_arc
HS-V019-202503,V019,Emerald Isle Castings Ltd,2025-03-01,14,stable,93.6,79.4,86.2,98.2,90.3,stable,False,False,
HS-V020-202503,V020,Rajasthan Rare Earths Ltd,2025-03-01,14,improving,98.3,100.0,100.0,88.8,97.5,improving,False,False,
HS-V021-202503,V021,Helios Micro Systems,2025-03-01,14,new_proving,100.0,84.3,79.8,,91.3,improving,False,False,
HS-V022-202503,V022,Andean Precision SRL,2025-03-01,14,new_proving,100.0,84.3,68.1,,87.9,stable,False,False,
HS-V023-202503,V023,Sahara Industrial FZE,2025-03-01,14,new_proving,92.4,70.0,70.0,,81.9,improving,False,False,
HS-V024-202503,V024,BalticTech UAB,2025-03-01,14,new_proving,94.1,52.6,87.8,,84.9,improving,False,False,
HS-V001-202504,V001,Kovacs Precision GmbH,2025-04-01,15,declining,32.7,83.2,100.0,100.0,67.2,declining,False,True,declining_trend
HS-V002-202504,V002,Tanaka Electrical KK,2025-04-01,15,stable,96.4,90.8,94.2,100.0,95.6,improving,False,False,
HS-V003-202504,V003,Patel Alloys Pvt Ltd,2025-04-01,15,improving,97.3,57.5,70.0,100.0,84.9,stable,False,False,
HS-V004-202504,V004,Strömberg Hydraulics AB,2025-04-01,15,stable,94.5,90.8,100.0,87.5,94.3,improving,False,False,
HS-V005-202504,V005,Cerro Negro Metals SA,2025-04-01,15,stable,89.1,57.5,100.0,,86.7,stable,False,False,
HS-V006-202504,V006,Bright Spark Electronics Ltd,2025-04-01,15,stable,100.0,100.0,74.5,,92.5,improving,False,False,
HS-V007-202504,V007,Nakamura Tooling Co.,2025-04-01,15,stable,86.1,76.4,100.0,97.2,89.8,improving,False,False,
HS-V008-202504,V008,Delta Composites Inc.,2025-04-01,15,stable,90.7,70.0,70.0,,81.0,declining,False,False,
HS-V009-202504,V009,Fischer & Söhne KG,2025-04-01,15,stable,93.8,100.0,94.2,100.0,95.7,improving,False,False,
HS-V010-202504,V010,Adriatic Fastenings d.o.o.,2025-04-01,15,stable,93.1,74.7,82.0,,86.6,declining,False,False,
HS-V011-202504,V011,Solaris Power Components,2025-04-01,15,stable,85.5,67.9,66.1,,76.7,stable,False,False,
HS-V012-202504,V012,Indra Copper Works,2025-04-01,15,improving,95.7,82.5,65.0,100.0,86.7,declining,False,False,
HS-V013-202504,V013,Vantage Sensors GmbH,2025-04-01,15,stable,100.0,100.0,79.7,100.0,94.9,stable,False,False,
HS-V014-202504,V014,Coastal Alloys Pty Ltd,2025-04-01,15,stable,89.1,70.0,100.0,,89.0,declining,False,False,
HS-V015-202504,V015,Nordic Steel AS,2025-04-01,15,stable,92.5,95.0,100.0,100.0,95.9,stable,False,False,
HS-V016-202504,V016,Precision Arc Systems,2025-04-01,15,stable,99.1,83.2,67.8,,87.1,stable,False,False,
HS-V017-202504,V017,Türk Makina A.Ş.,2025-04-01,15,stable,96.9,70.8,90.0,,90.3,improving,False,False,
HS-V018-202504,V018,Guangzhou Mech & Elec Co.,2025-04-01,15,collapse,69.0,45.0,70.0,,65.1,declining,False,True,declining_trend
HS-V019-202504,V019,Emerald Isle Castings Ltd,2025-04-01,15,stable,89.1,73.2,84.3,87.4,85.2,declining,False,False,
HS-V020-202504,V020,Rajasthan Rare Earths Ltd,2025-04-01,15,improving,94.6,100.0,100.0,100.0,97.6,improving,False,False,
HS-V021-202504,V021,Helios Micro Systems,2025-04-01,15,new_proving,100.0,83.2,73.3,,89.2,improving,False,False,
HS-V022-202504,V022,Andean Precision SRL,2025-04-01,15,new_proving,91.9,81.2,80.0,,86.5,stable,False,False,
HS-V023-202504,V023,Sahara Industrial FZE,2025-04-01,15,new_proving,87.9,70.0,80.0,,82.4,improving,False,False,
HS-V024-202504,V024,BalticTech UAB,2025-04-01,15,new_proving,86.1,59.1,76.4,,78.5,stable,False,False,
HS-V001-202505,V001,Kovacs Precision GmbH,2025-05-01,16,declining,31.1,78.3,100.0,100.0,65.8,declining,False,True,declining_trend
HS-V002-202505,V002,Tanaka Electrical KK,2025-05-01,16,stable,100.0,95.7,89.6,100.0,96.8,improving,False,False,
HS-V003-202505,V003,Patel Alloys Pvt Ltd,2025-05-01,16,improving,96.9,56.5,82.5,100.0,87.7,stable,False,False,
HS-V004-202505,V004,Strömberg Hydraulics AB,2025-05-01,16,stable,94.8,96.6,95.6,87.5,94.2,stable,False,False,
HS-V005-202505,V005,Cerro Negro Metals SA,2025-05-01,16,stable,84.4,79.4,100.0,,88.1,stable,False,False,
HS-V006-202505,V006,Bright Spark Electronics Ltd,2025-05-01,16,stable,100.0,100.0,69.5,,91.0,improving,False,False,
HS-V007-202505,V007,Nakamura Tooling Co.,2025-05-01,16,stable,91.8,79.4,100.0,97.2,92.8,improving,False,False,
HS-V008-202505,V008,Delta Composites Inc.,2025-05-01,16,stable,90.4,67.9,100.0,,89.2,declining,False,False,
HS-V009-202505,V009,Fischer & Söhne KG,2025-05-01,16,stable,94.3,93.5,91.2,100.0,94.3,stable,False,False,
HS-V010-202505,V010,Adriatic Fastenings d.o.o.,2025-05-01,16,stable,93.8,70.8,82.0,,86.2,declining,False,False,
HS-V011-202505,V011,Solaris Power Components,2025-05-01,16,stable,91.8,70.3,63.2,,79.6,declining,False,True,
HS-V012-202505,V012,Indra Copper Works,2025-05-01,16,improving,96.9,79.4,65.0,100.0,86.8,declining,False,False,
HS-V013-202505,V013,Vantage Sensors GmbH,2025-05-01,16,stable,100.0,100.0,80.7,100.0,95.2,stable,False,False,
HS-V014-202505,V014,Coastal Alloys Pty Ltd,2025-05-01,16,stable,90.4,67.9,100.0,,89.2,stable,False,False,
HS-V015-202505,V015,Nordic Steel AS,2025-05-01,16,stable,93.2,90.8,88.3,100.0,92.6,stable,False,False,
HS-V016-202505,V016,Precision Arc Systems,2025-05-01,16,stable,100.0,84.8,72.2,,89.1,stable,False,False,
HS-V017-202505,V017,Türk Makina A.Ş.,2025-05-01,16,stable,96.4,74.5,93.9,,91.8,stable,False,False,
HS-V018-202505,V018,Guangzhou Mech & Elec Co.,2025-05-01,16,collapse,67.4,45.0,70.0,,64.2,declining,False,True,declining_trend
HS-V019-202505,V019,Emerald Isle Castings Ltd,2025-05-01,16,stable,93.2,84.3,89.0,87.4,89.9,declining,False,False,
HS-V020-202505,V020,Rajasthan Rare Earths Ltd,2025-05-01,16,improving,97.3,100.0,100.0,100.0,98.8,stable,False,False,
HS-V021-202505,V021,Helios Micro Systems,2025-05-01,16,new_proving,100.0,81.2,67.2,,87.0,stable,False,False,
HS-V022-202505,V022,Andean Precision SRL,2025-05-01,16,new_proving,92.6,84.3,88.3,,89.9,stable,False,False,
HS-V023-202505,V023,Sahara Industrial FZE,2025-05-01,16,new_proving,89.2,67.9,50.0,,73.9,stable,False,False,
HS-V024-202505,V024,BalticTech UAB,2025-05-01,16,new_proving,87.8,52.9,75.6,,78.0,declining,False,True,
HS-V001-202506,V001,Kovacs Precision GmbH,2025-06-01,17,declining,38.2,83.2,95.6,100.0,68.6,stable,False,False,
HS-V002-202506,V002,Tanaka Electrical KK,2025-06-01,17,stable,100.0,94.4,87.1,100.0,95.9,stable,False,False,
HS-V003-202506,V003,Patel Alloys Pvt Ltd,2025-06-01,17,improving,98.2,57.0,88.3,100.0,89.8,declining,False,False,
HS-V004-202506,V004,Strömberg Hydraulics AB,2025-06-01,17,stable,98.8,100.0,88.6,87.5,94.7,stable,False,False,
HS-V005-202506,V005,Cerro Negro Metals SA,2025-06-01,17,stable,86.5,80.9,100.0,,89.5,stable,False,False,
HS-V006-202506,V006,Bright Spark Electronics Ltd,2025-06-01,17,stable,100.0,100.0,71.0,,91.5,stable,False,False,
HS-V007-202506,V007,Nakamura Tooling Co.,2025-06-01,17,stable,92.9,69.3,100.0,97.2,91.8,improving,False,False,
HS-V008-202506,V008,Delta Composites Inc.,2025-06-01,17,stable,95.6,80.9,100.0,,94.3,declining,False,False,
HS-V009-202506,V009,Fischer & Söhne KG,2025-06-01,17,stable,97.7,98.5,80.0,100.0,93.8,declining,False,False,
HS-V010-202506,V010,Adriatic Fastenings d.o.o.,2025-06-01,17,stable,94.4,68.6,90.0,,88.5,stable,False,False,
HS-V011-202506,V011,Solaris Power Components,2025-06-01,17,stable,95.9,73.2,62.3,,82.0,stable,False,False,
HS-V012-202506,V012,Indra Copper Works,2025-06-01,17,improving,98.2,80.9,65.0,100.0,87.6,declining,False,False,
HS-V013-202506,V013,Vantage Sensors GmbH,2025-06-01,17,stable,100.0,100.0,75.0,100.0,93.8,stable,False,False,
HS-V014-202506,V014,Coastal Alloys Pty Ltd,2025-06-01,17,stable,91.6,68.9,100.0,,90.1,improving,False,False,
HS-V015-202506,V015,Nordic Steel AS,2025-06-01,17,stable,93.8,80.9,88.3,100.0,91.4,declining,False,False,
HS-V016-202506,V016,Precision Arc Systems,2025-06-01,17,stable,99.2,76.7,70.5,,86.8,stable,False,False,
HS-V017-202506,V017,Türk Makina A.Ş.,2025-06-01,17,stable,94.0,80.5,94.5,,91.8,stable,False,False,
HS-V018-202506,V018,Guangzhou Mech & Elec Co.,2025-06-01,17,collapse,67.0,45.0,70.0,,64.0,declining,False,True,declining_trend
HS-V019-202506,V019,Emerald Isle Castings Ltd,2025-06-01,17,stable,93.8,82.2,95.4,87.4,91.5,declining,False,False,
HS-V020-202506,V020,Rajasthan Rare Earths Ltd,2025-06-01,17,improving,98.6,100.0,88.3,100.0,96.4,stable,False,False,
HS-V021-202506,V021,Helios Micro Systems,2025-06-01,17,new_proving,99.2,80.3,66.8,,86.3,declining,False,False,
HS-V022-202506,V022,Andean Precision SRL,2025-06-01,17,new_proving,93.2,74.7,79.3,,85.8,stable,False,False,
HS-V023-202506,V023,Sahara Industrial FZE,2025-06-01,17,new_proving,91.6,68.9,38.3,,71.9,declining,False,True,
HS-V024-202506,V024,BalticTech UAB,2025-06-01,17,new_proving,89.5,52.2,73.2,,78.1,declining,False,True,
