eval_id,rfq_id,vendor_id,vendor_name,bid_total_usd,delivery_days,price_score,delivery_score,quality_score,relationship_score,composite_score,selected,month_index,awarded
EVAL-RFQ-0037-V016,RFQ-0037,V016,Precision Arc Systems,98455.05,26,12.18,100.0,68.0,54.0,53.87,True,3,False
EVAL-RFQ-0037-V013,RFQ-0037,V013,Vantage Sensors GmbH,99049.63,37,11.65,70.27,88.0,89.0,52.24,True,3,False
EVAL-RFQ-0037-V002,RFQ-0037,V002,Tanaka Electrical KK,99745.59,46,11.03,56.52,90.0,89.0,48.27,True,3,False
EVAL-RFQ-0037-V006,RFQ-0037,V006,Bright Spark Electronics Ltd,102054.04,41,8.97,63.41,72.0,61.0,43.11,True,3,False
EVAL-RFQ-0037-V018,RFQ-0037,V018,Guangzhou Mech & Elec Co.,112108.47,46,0.0,56.52,65.0,54.0,35.36,False,3,False
EVAL-RFQ-0038-V013,RFQ-0038,V013,Vantage Sensors GmbH,8908.44,13,11.47,100.0,88.0,89.0,61.09,True,3,True
EVAL-RFQ-0038-V002,RFQ-0038,V002,Tanaka Electrical KK,8577.21,47,14.77,27.66,90.0,89.0,41.1,True,3,False
EVAL-RFQ-0038-V006,RFQ-0038,V006,Bright Spark Electronics Ltd,8754.72,37,13.0,35.14,72.0,61.0,36.24,True,3,False
EVAL-RFQ-0038-V016,RFQ-0038,V016,Precision Arc Systems,7969.65,52,20.8,25.0,68.0,54.0,34.82,True,3,False
EVAL-RFQ-0038-V011,RFQ-0038,V011,Solaris Power Components,8599.17,41,14.55,31.71,70.0,54.0,34.73,True,3,False
EVAL-RFQ-0038-V018,RFQ-0038,V018,Guangzhou Mech & Elec Co.,10063.17,27,0.0,48.15,65.0,54.0,32.84,False,3,False
EVAL-RFQ-0039-V019,RFQ-0039,V019,Emerald Isle Castings Ltd,37562.87,12,0.0,100.0,87.0,75.0,54.9,True,3,True
EVAL-RFQ-0039-V007,RFQ-0039,V007,Nakamura Tooling Co.,36749.7,25,2.16,48.0,92.0,96.0,43.27,True,3,False
EVAL-RFQ-0039-V001,RFQ-0039,V001,Kovacs Precision GmbH,34903.49,38,7.08,31.58,91.0,100.0,40.51,True,3,False
EVAL-RFQ-0039-V004,RFQ-0039,V004,Strömberg Hydraulics AB,33500.51,54,10.81,22.22,93.0,100.0,39.59,True,3,False
EVAL-RFQ-0039-V017,RFQ-0039,V017,Türk Makina A.Ş.,31622.89,40,15.81,30.0,73.0,61.0,36.03,True,3,False
EVAL-RFQ-0040-V002,RFQ-0040,V002,Tanaka Electrical KK,111223.32,10,9.29,100.0,90.0,89.0,60.62,True,3,True
EVAL-RFQ-0040-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,113160.54,11,7.71,90.91,72.0,61.0,50.86,True,3,False
EVAL-RFQ-0040-V013,RFQ-0040,V013,Vantage Sensors GmbH,116051.43,16,5.35,62.5,88.0,89.0,47.39,True,3,False
EVAL-RFQ-0040-V011,RFQ-0040,V011,Solaris Power Components,93835.65,54,23.47,18.52,70.0,54.0,34.34,True,3,False
EVAL-RFQ-0040-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,122615.07,28,0.0,35.71,65.0,54.0,29.11,True,3,False
EVAL-RFQ-0040-V016,RFQ-0040,V016,Precision Arc Systems,118538.94,48,3.32,20.83,68.0,54.0,26.58,False,3,False
EVAL-RFQ-0041-V007,RFQ-0041,V007,Nakamura Tooling Co.,33964.08,14,2.66,100.0,92.0,96.0,59.06,True,4,True
EVAL-RFQ-0041-V004,RFQ-0041,V004,Strömberg Hydraulics AB,31798.32,39,8.87,35.9,93.0,100.0,42.92,True,4,False
EVAL-RFQ-0041-V024,RFQ-0041,V024,BalticTech UAB,31691.16,25,9.17,56.0,80.0,40.0,40.47,True,4,False
EVAL-RFQ-0041-V009,RFQ-0041,V009,Fischer & Söhne KG,30960.78,54,11.27,25.93,89.0,100.0,40.08,True,4,False
EVAL-RFQ-0041-V017,RFQ-0041,V017,Türk Makina A.Ş.,30010.44,34,13.99,41.18,73.0,61.0,38.65,True,4,False
EVAL-RFQ-0041-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,34891.86,36,0.0,38.89,87.0,75.0,36.57,False,4,False
EVAL-RFQ-0041-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,30244.5,48,13.32,29.17,74.0,61.0,34.98,False,4,False
EVAL-RFQ-0042-V001,RFQ-0042,V001,Kovacs Precision GmbH,26235.92,15,4.64,86.67,91.0,100.0,56.06,True,4,True
EVAL-RFQ-0042-V022,RFQ-0042,V022,Andean Precision SRL,22803.6,13,17.12,100.0,70.0,40.0,54.85,True,4,False
EVAL-RFQ-0042-V007,RFQ-0042,V007,Nakamura Tooling Co.,27513.12,26,0.0,50.0,92.0,96.0,43.0,True,4,False
EVAL-RFQ-0042-V010,RFQ-0042,V010,Adriatic Fastenings d.o.o.,22153.84,37,19.48,35.14,74.0,61.0,39.23,True,4,False
EVAL-RFQ-0042-V017,RFQ-0042,V017,Türk Makina A.Ş.,24207.28,45,12.02,28.89,73.0,61.0,34.17,True,4,False
EVAL-RFQ-0042-V019,RFQ-0042,V019,Emerald Isle Castings Ltd,27463.52,43,0.18,30.23,87.0,75.0,34.04,False,4,False
EVAL-RFQ-0042-V024,RFQ-0042,V024,BalticTech UAB,25204.24,41,8.39,31.71,80.0,40.0,32.87,False,4,False
EVAL-RFQ-0043-V001,RFQ-0043,V001,Kovacs Precision GmbH,133183.37,14,7.08,100.0,91.0,100.0,61.03,True,4,True
EVAL-RFQ-0043-V019,RFQ-0043,V019,Emerald Isle Castings Ltd,135717.91,17,5.31,82.35,87.0,75.0,51.73,True,4,False
EVAL-RFQ-0043-V009,RFQ-0043,V009,Fischer & Söhne KG,126825.84,30,11.51,46.67,89.0,100.0,46.41,True,4,False
EVAL-RFQ-0043-V007,RFQ-0043,V007,Nakamura Tooling Co.,143328.59,30,0.0,46.67,92.0,96.0,42.0,True,4,False
EVAL-RFQ-0043-V004,RFQ-0043,V004,Strömberg Hydraulics AB,131647.82,50,8.15,28.0,93.0,100.0,40.26,True,4,False
EVAL-RFQ-0043-V022,RFQ-0043,V022,Andean Precision SRL,124157.16,47,13.38,29.79,70.0,40.0,32.29,False,4,False
EVAL-RFQ-0043-V024,RFQ-0043,V024,BalticTech UAB,133066.88,53,7.16,26.42,80.0,40.0,30.79,False,4,False
EVAL-RFQ-0044-V013,RFQ-0044,V013,Vantage Sensors GmbH,103549.68,20,2.4,100.0,88.0,89.0,57.46,True,4,True
EVAL-RFQ-0044-V002,RFQ-0044,V002,Tanaka Electrical KK,99449.34,37,6.26,54.05,90.0,89.0,45.62,True,4,False
EVAL-RFQ-0044-V006,RFQ-0044,V006,Bright Spark Electronics Ltd,103449.78,34,2.49,58.82,72.0,61.0,39.14,True,4,False
EVAL-RFQ-0044-V018,RFQ-0044,V018,Guangzhou Mech & Elec Co.,106091.58,29,0.0,68.97,63.4,54.0,38.77,True,4,False
EVAL-RFQ-0044-V021,RFQ-0044,V021,Helios Micro Systems,99682.44,41,6.04,48.78,82.0,40.0,37.45,True,4,False
EVAL-RFQ-0044-V011,RFQ-0044,V011,Solaris Power Components,93011.34,50,12.33,40.0,70.0,54.0,36.33,False,4,False
EVAL-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,29089.38,10,6.18,100.0,91.0,100.0,60.67,True,4,True
EVAL-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,29852.52,10,3.72,100.0,80.0,40.0,51.49,True,4,False
EVAL-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,30889.0,21,0.37,47.62,87.0,75.0,39.33,True,4,False
EVAL-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,29522.3,52,4.78,19.23,93.0,100.0,36.28,True,4,False
EVAL-RFQ-0045-V007,RFQ-0045,V007,Nakamura Tooling Co.,31004.34,49,0.0,20.41,92.0,96.0,34.12,True,4,False
EVAL-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,26207.46,39,15.47,25.64,70.0,40.0,31.88,False,4,False
EVAL-RFQ-0045-V017,RFQ-0045,V017,Türk Makina A.Ş.,27572.58,48,11.07,20.83,73.0,61.0,31.38,False,4,False
EVAL-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,28803.4,46,7.1,21.74,74.0,61.0,30.26,False,4,False
EVAL-RFQ-0046-V013,RFQ-0046,V013,Vantage Sensors GmbH,13374.92,10,0.0,100.0,88.0,89.0,56.5,True,4,True
EVAL-RFQ-0046-V016,RFQ-0046,V016,Precision Arc Systems,12172.68,15,8.99,66.67,68.0,54.0,42.6,True,4,False
EVAL-RFQ-0046-V002,RFQ-0046,V002,Tanaka Electrical KK,13305.56,41,0.52,24.39,90.0,89.0,34.42,True,4,False
EVAL-RFQ-0046-V011,RFQ-0046,V011,Solaris Power Components,12802.7,40,4.28,25.0,70.0,54.0,28.61,True,4,False
EVAL-RFQ-0047-V009,RFQ-0047,V009,Fischer & Söhne KG,28495.62,18,8.29,94.44,89.0,100.0,59.45,True,4,True
EVAL-RFQ-0047-V007,RFQ-0047,V007,Nakamura Tooling Co.,31072.08,17,0.0,100.0,92.0,96.0,58.0,True,4,False
EVAL-RFQ-0047-V001,RFQ-0047,V001,Kovacs Precision GmbH,28781.28,20,7.37,85.0,91.0,100.0,56.65,True,4,False
EVAL-RFQ-0047-V004,RFQ-0047,V004,Strömberg Hydraulics AB,29367.78,20,5.48,85.0,93.0,100.0,56.29,True,4,False
EVAL-RFQ-0047-V019,RFQ-0047,V019,Emerald Isle Castings Ltd,29992.92,21,3.47,80.95,87.0,75.0,50.57,True,4,False
EVAL-RFQ-0047-V017,RFQ-0047,V017,Türk Makina A.Ş.,27064.56,22,12.9,77.27,73.0,61.0,49.04,False,4,False
EVAL-RFQ-0047-V024,RFQ-0047,V024,BalticTech UAB,28468.02,23,8.38,73.91,80.0,40.0,45.53,False,4,False
EVAL-RFQ-0047-V010,RFQ-0047,V010,Adriatic Fastenings d.o.o.,27904.98,43,10.19,39.53,74.0,61.0,36.84,False,4,False
EVAL-RFQ-0048-V009,RFQ-0048,V009,Fischer & Söhne KG,63444.18,20,1.67,95.0,89.0,100.0,56.97,True,4,True
EVAL-RFQ-0048-V022,RFQ-0048,V022,Andean Precision SRL,61145.04,19,5.23,100.0,70.0,40.0,50.09,True,4,False
EVAL-RFQ-0048-V010,RFQ-0048,V010,Adriatic Fastenings d.o.o.,56610.36,38,12.26,50.0,74.0,61.0,40.8,True,4,False
EVAL-RFQ-0048-V024,RFQ-0048,V024,BalticTech UAB,64522.2,32,0.0,59.38,80.0,40.0,37.81,True,4,False
EVAL-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,18140.1,19,12.58,100.0,88.0,89.0,61.53,True,4,True
EVAL-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,18123.6,30,12.66,63.33,90.0,89.0,50.96,True,4,False
EVAL-RFQ-0049-V011,RFQ-0049,V011,Solaris Power Components,18513.0,43,10.78,44.19,70.0,54.0,36.97,True,4,False
EVAL-RFQ-0049-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,20750.4,31,0.0,61.29,63.4,54.0,36.47,True,4,False
EVAL-RFQ-0050-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,25112.9,15,14.83,100.0,74.0,61.0,56.83,True,4,True
EVAL-RFQ-0050-V009,RFQ-0050,V009,Fischer & Söhne KG,27670.2,36,6.15,41.67,89.0,100.0,42.76,True,4,False
EVAL-RFQ-0050-V024,RFQ-0050,V024,BalticTech UAB,27173.72,23,7.84,65.22,80.0,40.0,42.7,True,4,False
EVAL-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,24742.68,25,16.08,60.0,70.0,40.0,42.43,True,4,False
EVAL-RFQ-0050-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,29484.92,38,0.0,39.47,87.0,75.0,36.74,True,4,False
EVAL-RFQ-0051-V024,RFQ-0051,V024,BalticTech UAB,129451.58,19,5.96,100.0,80.0,40.0,52.38,True,4,True
EVAL-RFQ-0051-V001,RFQ-0051,V001,Kovacs Precision GmbH,131005.24,26,4.83,73.08,91.0,100.0,52.05,True,4,False
EVAL-RFQ-0051-V009,RFQ-0051,V009,Fischer & Söhne KG,126501.46,47,8.1,40.43,89.0,100.0,43.17,True,4,False
EVAL-RFQ-0051-V004,RFQ-0051,V004,Strömberg Hydraulics AB,124903.26,55,9.26,34.55,93.0,100.0,42.67,True,4,False
EVAL-RFQ-0051-V010,RFQ-0051,V010,Adriatic Fastenings d.o.o.,126213.26,37,8.31,51.35,74.0,61.0,39.63,True,4,False
EVAL-RFQ-0051-V019,RFQ-0051,V019,Emerald Isle Castings Ltd,137649.56,39,0.0,48.72,87.0,75.0,39.52,False,4,False
EVAL-RFQ-0051-V022,RFQ-0051,V022,Andean Precision SRL,127821.94,51,7.14,37.25,70.0,40.0,32.03,False,4,False
EVAL-RFQ-0052-V016,RFQ-0052,V016,Precision Arc Systems,77347.92,23,12.91,100.0,68.0,54.0,54.16,True,5,True
EVAL-RFQ-0052-V013,RFQ-0052,V013,Vantage Sensors GmbH,77457.12,33,12.78,69.7,88.0,89.0,52.52,True,5,False
EVAL-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,79441.44,48,10.55,47.92,90.0,89.0,45.49,True,5,False
EVAL-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,78776.88,39,11.3,58.97,82.0,40.0,42.61,True,5,False
EVAL-RFQ-0052-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,88810.8,46,0.0,50.0,61.8,54.0,32.76,True,5,False
EVAL-RFQ-0053-V007,RFQ-0053,V007,Nakamura Tooling Co.,36493.45,11,0.0,100.0,92.0,96.0,58.0,True,5,True
EVAL-RFQ-0053-V009,RFQ-0053,V009,Fischer & Söhne KG,33870.9,20,7.19,55.0,89.0,100.0,47.17,True,5,False
EVAL-RFQ-0053-V010,RFQ-0053,V010,Adriatic Fastenings d.o.o.,30653.99,22,16.0,50.0,74.0,61.0,42.3,True,5,False
EVAL-RFQ-0053-V004,RFQ-0053,V004,Strömberg Hydraulics AB,34193.48,34,6.3,32.35,93.0,100.0,40.83,True,5,False
EVAL-RFQ-0053-V001,RFQ-0053,V001,Kovacs Precision GmbH,32932.37,42,9.76,26.19,91.0,100.0,39.96,True,5,False
EVAL-RFQ-0053-V019,RFQ-0053,V019,Emerald Isle Castings Ltd,34804.35,25,4.63,44.0,87.0,75.0,39.95,False,5,False
EVAL-RFQ-0053-V022,RFQ-0053,V022,Andean Precision SRL,32692.34,42,10.42,26.19,70.0,40.0,30.02,False,5,False
EVAL-RFQ-0054-V006,RFQ-0054,V006,Bright Spark Electronics Ltd,34174.0,15,8.31,100.0,72.0,61.0,53.82,True,5,True
EVAL-RFQ-0054-V011,RFQ-0054,V011,Solaris Power Components,30380.0,17,18.49,88.24,70.0,54.0,53.27,True,5,False
EVAL-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,32247.6,45,13.48,33.33,90.0,89.0,42.29,True,5,False
EVAL-RFQ-0054-V013,RFQ-0054,V013,Vantage Sensors GmbH,32281.2,48,13.39,31.25,88.0,89.0,41.23,True,5,False
EVAL-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,31124.8,36,16.49,41.67,68.0,54.0,38.1,True,5,False
EVAL-RFQ-0054-V021,RFQ-0054,V021,Helios Micro Systems,32900.0,39,11.73,38.46,82.0,40.0,36.63,False,5,False
EVAL-RFQ-0054-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,37270.8,30,0.0,50.0,61.8,54.0,32.76,False,5,False
EVAL-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,164557.68,13,24.84,100.0,72.0,61.0,60.44,True,5,True
EVAL-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,180806.08,29,17.42,44.83,90.0,89.0,47.32,True,5,False
EVAL-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,157290.0,27,28.16,48.15,70.0,54.0,45.11,True,5,False
EVAL-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,188959.68,37,13.7,35.14,88.0,89.0,42.52,True,5,False
EVAL-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,182566.16,50,16.62,26.0,82.0,40.0,34.85,True,5,False
EVAL-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,218951.6,45,0.0,28.89,61.8,54.0,26.43,False,5,False
EVAL-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,160864.2,10,20.01,100.0,68.0,54.0,57.0,True,5,True
EVAL-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,188938.68,11,6.05,90.91,61.8,54.0,47.45,True,5,False
EVAL-RFQ-0056-V002,RFQ-0056,V002,Tanaka Electrical KK,177552.76,53,11.71,18.87,90.0,89.0,37.24,True,5,False
EVAL-RFQ-0056-V013,RFQ-0056,V013,Vantage Sensors GmbH,177495.64,54,11.74,18.52,88.0,89.0,36.75,True,5,False
EVAL-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,170503.2,48,15.22,20.83,72.0,61.0,32.84,True,5,False
EVAL-RFQ-0056-V021,RFQ-0056,V021,Helios Micro Systems,180718.16,55,10.14,18.18,82.0,40.0,29.91,False,5,False
EVAL-RFQ-0056-V011,RFQ-0056,V011,Solaris Power Components,201105.24,44,0.0,22.73,70.0,54.0,26.22,False,5,False
EVAL-RFQ-0057-V004,RFQ-0057,V004,Strömberg Hydraulics AB,34257.12,10,8.38,100.0,93.0,100.0,61.95,True,5,True
EVAL-RFQ-0057-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,31990.48,13,14.44,76.92,74.0,61.0,49.75,True,5,False
EVAL-RFQ-0057-V009,RFQ-0057,V009,Fischer & Söhne KG,37389.12,27,0.0,37.04,89.0,100.0,38.91,True,5,False
EVAL-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,33524.0,52,10.34,19.23,91.0,100.0,38.1,True,5,False
EVAL-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,36971.52,54,1.12,18.52,92.0,96.0,34.0,True,5,False
EVAL-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,36772.0,43,1.65,23.26,87.0,75.0,32.54,False,5,False
EVAL-RFQ-0058-V015,RFQ-0058,V015,Nordic Steel AS,45520.86,12,14.97,91.67,90.0,100.0,61.49,True,5,True
EVAL-RFQ-0058-V014,RFQ-0058,V014,Coastal Alloys Pty Ltd,41890.59,11,21.75,100.0,79.0,68.0,61.3,True,5,False
EVAL-RFQ-0058-V005,RFQ-0058,V005,Cerro Negro Metals SA,39941.82,35,25.39,31.43,75.0,68.0,41.39,True,5,False
EVAL-RFQ-0058-V003,RFQ-0058,V003,Patel Alloys Pvt Ltd,42315.39,39,20.96,28.21,78.0,75.0,39.94,True,5,False
EVAL-RFQ-0058-V012,RFQ-0058,V012,Indra Copper Works,45149.16,48,15.66,22.92,81.0,82.0,37.54,True,5,False
EVAL-RFQ-0058-V008,RFQ-0058,V008,Delta Composites Inc.,43573.86,51,18.61,21.57,76.0,68.0,35.91,False,5,False
EVAL-RFQ-0058-V023,RFQ-0058,V023,Sahara Industrial FZE,53535.42,29,0.0,37.93,68.0,40.0,28.98,False,5,False
EVAL-RFQ-0059-V002,RFQ-0059,V002,Tanaka Electrical KK,52794.88,13,7.22,100.0,90.0,89.0,59.79,True,5,True
EVAL-RFQ-0059-V013,RFQ-0059,V013,Vantage Sensors GmbH,54405.12,48,4.39,27.08,88.0,89.0,36.38,True,5,False
EVAL-RFQ-0059-V018,RFQ-0059,V018,Guangzhou Mech & Elec Co.,56904.96,21,0.0,61.9,61.8,54.0,36.33,True,5,False
EVAL-RFQ-0059-V021,RFQ-0059,V021,Helios Micro Systems,53707.52,29,5.62,44.83,82.0,40.0,36.1,True,5,False
EVAL-RFQ-0059-V006,RFQ-0059,V006,Bright Spark Electronics Ltd,50788.48,46,10.75,28.26,72.0,61.0,33.28,True,5,False
EVAL-RFQ-0059-V016,RFQ-0059,V016,Precision Arc Systems,50287.36,50,11.63,26.0,68.0,54.0,31.45,False,5,False
EVAL-RFQ-0060-V022,RFQ-0060,V022,Andean Precision SRL,24251.5,19,12.79,100.0,70.0,40.0,53.12,True,5,True
EVAL-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,27158.81,22,2.33,86.36,87.0,75.0,51.74,True,5,False
EVAL-RFQ-0060-V009,RFQ-0060,V009,Fischer & Söhne KG,24710.7,34,11.14,55.88,89.0,100.0,49.02,True,5,False
EVAL-RFQ-0060-V001,RFQ-0060,V001,Kovacs Precision GmbH,24710.7,45,11.14,42.22,91.0,100.0,45.32,True,5,False
EVAL-RFQ-0060-V007,RFQ-0060,V007,Nakamura Tooling Co.,27807.43,34,0.0,55.88,92.0,96.0,44.76,True,5,False
EVAL-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,23470.86,41,15.6,46.34,74.0,61.0,41.04,False,5,False
EVAL-RFQ-0060-V024,RFQ-0060,V024,BalticTech UAB,25588.92,52,7.98,36.54,80.0,40.0,34.15,False,5,False
EVAL-RFQ-0061-V020,RFQ-0061,V020,Rajasthan Rare Earths Ltd,2752.8,24,9.57,95.83,76.0,61.0,53.88,True,5,True
EVAL-RFQ-0061-V005,RFQ-0061,V005,Cerro Negro Metals SA,2359.1,41,22.51,56.1,75.0,68.0,47.63,True,5,False
EVAL-RFQ-0061-V023,RFQ-0061,V023,Sahara Industrial FZE,3044.2,23,0.0,100.0,68.0,40.0,47.6,True,5,False
EVAL-RFQ-0061-V015,RFQ-0061,V015,Nordic Steel AS,2772.95,49,8.91,46.94,90.0,100.0,45.65,True,5,False
EVAL-RFQ-0061-V008,RFQ-0061,V008,Delta Composites Inc.,2335.85,54,23.27,42.59,76.0,68.0,44.09,True,5,False
EVAL-RFQ-0061-V012,RFQ-0061,V012,Indra Copper Works,2692.35,55,11.56,41.82,81.0,82.0,41.57,False,5,False
EVAL-RFQ-0062-V019,RFQ-0062,V019,Emerald Isle Castings Ltd,11086.92,11,0.0,100.0,87.0,75.0,54.9,True,6,True
EVAL-RFQ-0062-V010,RFQ-0062,V010,Adriatic Fastenings d.o.o.,9058.14,18,18.3,61.11,74.0,61.0,46.55,True,6,False
EVAL-RFQ-0062-V007,RFQ-0062,V007,Nakamura Tooling Co.,10679.76,27,3.67,40.74,92.0,96.0,41.69,True,6,False
EVAL-RFQ-0062-V004,RFQ-0062,V004,Strömberg Hydraulics AB,10382.58,37,6.35,29.73,93.0,100.0,40.06,True,6,False
EVAL-RFQ-0062-V024,RFQ-0062,V024,BalticTech UAB,10193.04,53,8.06,20.75,80.0,40.0,29.45,True,6,False
EVAL-RFQ-0062-V022,RFQ-0062,V022,Andean Precision SRL,10284.3,55,7.24,20.0,70.0,40.0,26.9,False,6,False
EVAL-RFQ-0063-V006,RFQ-0063,V006,Bright Spark Electronics Ltd,162048.59,15,3.8,100.0,72.0,61.0,52.02,True,6,True
EVAL-RFQ-0063-V002,RFQ-0063,V002,Tanaka Electrical KK,159826.04,24,5.12,62.5,90.0,89.0,47.7,True,6,False
EVAL-RFQ-0063-V013,RFQ-0063,V013,Vantage Sensors GmbH,163629.07,29,2.86,51.72,88.0,89.0,43.16,True,6,False
EVAL-RFQ-0063-V018,RFQ-0063,V018,Guangzhou Mech & Elec Co.,168451.33,37,0.0,40.54,60.2,54.0,29.6,True,6,False
EVAL-RFQ-0063-V011,RFQ-0063,V011,Solaris Power Components,167472.51,47,0.58,31.91,70.0,54.0,29.21,True,6,False
EVAL-RFQ-0064-V021,RFQ-0064,V021,Helios Micro Systems,5745.04,18,8.48,100.0,82.0,40.0,53.79,True,6,True
EVAL-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,5294.8,21,15.66,85.71,68.0,54.0,50.98,True,6,False
EVAL-RFQ-0064-V013,RFQ-0064,V013,Vantage Sensors GmbH,5721.52,39,8.86,46.15,88.0,89.0,43.89,True,6,False
EVAL-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,5127.92,37,18.31,48.65,72.0,61.0,42.42,True,6,False
EVAL-RFQ-0064-V002,RFQ-0064,V002,Tanaka Electrical KK,5762.96,50,8.2,36.0,90.0,89.0,40.98,True,6,False
EVAL-RFQ-0064-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,6277.6,46,0.0,39.13,60.2,54.0,29.18,False,6,False
EVAL-RFQ-0065-V009,RFQ-0065,V009,Fischer & Söhne KG,41812.4,27,10.03,100.0,89.0,100.0,61.81,True,6,True
EVAL-RFQ-0065-V004,RFQ-0065,V004,Strömberg Hydraulics AB,44777.6,27,3.65,100.0,93.0,100.0,60.06,True,6,False
EVAL-RFQ-0065-V010,RFQ-0065,V010,Adriatic Fastenings d.o.o.,39491.2,32,15.03,84.38,74.0,61.0,52.22,True,6,False
EVAL-RFQ-0065-V001,RFQ-0065,V001,Kovacs Precision GmbH,46474.4,43,0.0,62.79,91.0,100.0,47.04,True,6,False
EVAL-RFQ-0065-V022,RFQ-0065,V022,Andean Precision SRL,38032.4,39,18.16,69.23,70.0,40.0,46.04,True,6,False
EVAL-RFQ-0065-V024,RFQ-0065,V024,BalticTech UAB,46219.6,33,0.55,81.82,80.0,40.0,44.76,False,6,False
EVAL-RFQ-0066-V016,RFQ-0066,V016,Precision Arc Systems,144298.0,20,10.71,100.0,68.0,54.0,53.29,True,6,True
EVAL-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,147240.8,22,8.89,90.91,82.0,40.0,51.23,True,6,False
EVAL-RFQ-0066-V002,RFQ-0066,V002,Tanaka Electrical KK,146098.4,39,9.6,51.28,90.0,89.0,46.12,True,6,False
EVAL-RFQ-0066-V013,RFQ-0066,V013,Vantage Sensors GmbH,153143.2,41,5.24,48.78,88.0,89.0,43.23,True,6,False
EVAL-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,161613.2,52,0.0,38.46,72.0,61.0,32.04,True,6,False
EVAL-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,158718.0,54,1.79,37.04,60.2,54.0,29.27,False,6,False
EVAL-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,32534.6,12,13.83,100.0,72.0,61.0,56.03,True,6,True
EVAL-RFQ-0067-V002,RFQ-0067,V002,Tanaka Electrical KK,34681.36,20,8.14,60.0,90.0,89.0,48.16,True,6,False
EVAL-RFQ-0067-V021,RFQ-0067,V021,Helios Micro Systems,34233.92,22,9.33,54.55,82.0,40.0,40.5,True,6,False
EVAL-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,35845.18,31,5.06,38.71,88.0,89.0,40.14,True,6,False
EVAL-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,35373.94,51,6.31,23.53,68.0,54.0,28.58,True,6,False
EVAL-RFQ-0067-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,37756.32,49,0.0,24.49,60.2,54.0,24.79,False,6,False
EVAL-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,69412.65,14,17.18,92.86,68.0,54.0,53.73,True,6,True
EVAL-RFQ-0068-V018,RFQ-0068,V018,Guangzhou Mech & Elec Co.,83812.14,13,0.0,100.0,60.2,54.0,47.44,True,6,False
EVAL-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,75558.73,25,9.85,52.0,88.0,89.0,46.04,True,6,False
