bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype,month_index
BID-RFQ-0038-V011,RFQ-0038,V011,Solaris Power Components,2024-05-11,46.99,8599.17,41,30,0.97,volatile,3
BID-RFQ-0038-V006,RFQ-0038,V006,Bright Spark Electronics Ltd,2024-05-12,47.84,8754.72,37,30,2.8,volatile,3
BID-RFQ-0038-V002,RFQ-0038,V002,Tanaka Electrical KK,2024-05-11,46.87,8577.21,47,30,0.71,conservative,3
BID-RFQ-0039-V017,RFQ-0039,V017,Türk Makina A.Ş.,2024-05-10,90.61,31622.89,40,30,-9.55,aggressive_bidder,3
BID-RFQ-0039-V004,RFQ-0039,V004,Strömberg Hydraulics AB,2024-05-13,95.99,33500.51,54,30,-4.19,reliable,3
BID-RFQ-0039-V001,RFQ-0039,V001,Kovacs Precision GmbH,2024-05-12,100.01,34903.49,38,30,-0.17,reliable,3
BID-RFQ-0039-V007,RFQ-0039,V007,Nakamura Tooling Co.,2024-05-13,105.3,36749.7,25,30,5.11,conservative,3
BID-RFQ-0039-V019,RFQ-0039,V019,Emerald Isle Castings Ltd,2024-05-10,107.63,37562.87,12,30,7.44,conservative,3
BID-RFQ-0040-V013,RFQ-0040,V013,Vantage Sensors GmbH,2024-04-22,466.07,116051.43,16,30,6.52,conservative,3
BID-RFQ-0040-V011,RFQ-0040,V011,Solaris Power Components,2024-04-22,376.85,93835.65,54,30,-13.87,volatile,3
BID-RFQ-0040-V002,RFQ-0040,V002,Tanaka Electrical KK,2024-04-24,446.68,111223.32,10,30,2.09,conservative,3
BID-RFQ-0040-V016,RFQ-0040,V016,Precision Arc Systems,2024-04-24,476.06,118538.94,48,30,8.8,volatile,3
BID-RFQ-0040-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,2024-04-23,492.43,122615.07,28,30,12.54,aggressive_bidder,3
BID-RFQ-0040-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,2024-04-25,454.46,113160.54,11,30,3.86,volatile,3
BID-RFQ-0041-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,2024-06-01,107.25,30244.5,48,30,-9.24,aggressive_bidder,4
BID-RFQ-0041-V004,RFQ-0041,V004,Strömberg Hydraulics AB,2024-06-01,112.76,31798.32,39,30,-4.57,reliable,4
BID-RFQ-0041-V017,RFQ-0041,V017,Türk Makina A.Ş.,2024-06-01,106.42,30010.44,34,30,-9.94,aggressive_bidder,4
BID-RFQ-0041-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,2024-06-03,123.73,34891.86,36,30,4.71,conservative,4
BID-RFQ-0041-V024,RFQ-0041,V024,BalticTech UAB,2024-06-01,112.38,31691.16,25,30,-4.9,reliable,4
BID-RFQ-0041-V009,RFQ-0041,V009,Fischer & Söhne KG,2024-06-02,109.79,30960.78,54,30,-7.09,relationship_focused,4
BID-RFQ-0041-V007,RFQ-0041,V007,Nakamura Tooling Co.,2024-06-02,120.44,33964.08,14,30,1.92,conservative,4
BID-RFQ-0042-V007,RFQ-0042,V007,Nakamura Tooling Co.,2024-06-07,110.94,27513.12,26,30,5.43,conservative,4
BID-RFQ-0042-V017,RFQ-0042,V017,Türk Makina A.Ş.,2024-06-06,97.61,24207.28,45,30,-7.23,aggressive_bidder,4
BID-RFQ-0042-V001,RFQ-0042,V001,Kovacs Precision GmbH,2024-06-06,105.79,26235.92,15,30,0.54,reliable,4
BID-RFQ-0042-V024,RFQ-0042,V024,BalticTech UAB,2024-06-06,101.63,25204.24,41,30,-3.41,reliable,4
BID-RFQ-0042-V019,RFQ-0042,V019,Emerald Isle Castings Ltd,2024-06-05,110.74,27463.52,43,30,5.24,conservative,4
BID-RFQ-0042-V022,RFQ-0042,V022,Andean Precision SRL,2024-06-04,91.95,22803.6,13,30,-12.61,aggressive_bidder,4
BID-RFQ-0042-V010,RFQ-0042,V010,Adriatic Fastenings d.o.o.,2024-06-04,89.33,22153.84,37,30,-15.11,aggressive_bidder,4
BID-RFQ-0043-V019,RFQ-0043,V019,Emerald Isle Castings Ltd,2024-06-05,384.47,135717.91,17,30,-0.48,conservative,4
BID-RFQ-0043-V022,RFQ-0043,V022,Andean Precision SRL,2024-06-05,351.72,124157.16,47,30,-8.95,aggressive_bidder,4
BID-RFQ-0043-V024,RFQ-0043,V024,BalticTech UAB,2024-06-03,376.96,133066.88,53,30,-2.42,reliable,4
BID-RFQ-0043-V009,RFQ-0043,V009,Fischer & Söhne KG,2024-06-06,359.28,126825.84,30,30,-7.0,relationship_focused,4
BID-RFQ-0043-V004,RFQ-0043,V004,Strömberg Hydraulics AB,2024-06-03,372.94,131647.82,50,30,-3.46,reliable,4
BID-RFQ-0043-V007,RFQ-0043,V007,Nakamura Tooling Co.,2024-06-03,406.03,143328.59,30,30,5.1,conservative,4
BID-RFQ-0043-V001,RFQ-0043,V001,Kovacs Precision GmbH,2024-06-06,377.29,133183.37,14,30,-2.34,reliable,4
BID-RFQ-0044-V013,RFQ-0044,V013,Vantage Sensors GmbH,2024-05-19,466.44,103549.68,20,30,6.67,conservative,4
BID-RFQ-0044-V002,RFQ-0044,V002,Tanaka Electrical KK,2024-05-17,447.97,99449.34,37,30,2.44,conservative,4
BID-RFQ-0044-V006,RFQ-0044,V006,Bright Spark Electronics Ltd,2024-05-17,465.99,103449.78,34,30,6.56,volatile,4
BID-RFQ-0044-V011,RFQ-0044,V011,Solaris Power Components,2024-05-17,418.97,93011.34,50,30,-4.19,volatile,4
BID-RFQ-0044-V021,RFQ-0044,V021,Helios Micro Systems,2024-05-19,449.02,99682.44,41,30,2.68,conservative,4
BID-RFQ-0044-V018,RFQ-0044,V018,Guangzhou Mech & Elec Co.,2024-05-17,477.89,106091.58,29,30,9.28,aggressive_bidder,4
BID-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,2024-06-09,182.3,28803.4,46,30,-5.08,aggressive_bidder,4
BID-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,2024-06-11,165.87,26207.46,39,30,-13.64,aggressive_bidder,4
BID-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,2024-06-08,195.5,30889.0,21,30,1.79,conservative,4
BID-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,2024-06-08,186.85,29522.3,52,30,-2.72,reliable,4
BID-RFQ-0045-V017,RFQ-0045,V017,Türk Makina A.Ş.,2024-06-11,174.51,27572.58,48,30,-9.14,aggressive_bidder,4
BID-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,2024-06-11,184.11,29089.38,10,30,-4.14,reliable,4
BID-RFQ-0045-V007,RFQ-0045,V007,Nakamura Tooling Co.,2024-06-09,196.23,31004.34,49,30,2.17,conservative,4
BID-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,2024-06-10,188.94,29852.52,10,30,-1.63,reliable,4
BID-RFQ-0046-V016,RFQ-0046,V016,Precision Arc Systems,2024-06-02,42.12,12172.68,15,30,-4.07,volatile,4
BID-RFQ-0046-V011,RFQ-0046,V011,Solaris Power Components,2024-05-31,44.3,12802.7,40,30,0.92,volatile,4
BID-RFQ-0046-V013,RFQ-0046,V013,Vantage Sensors GmbH,2024-06-01,46.28,13374.92,10,30,5.41,conservative,4
BID-RFQ-0046-V002,RFQ-0046,V002,Tanaka Electrical KK,2024-06-03,46.04,13305.56,41,30,4.86,conservative,4
BID-RFQ-0047-V010,RFQ-0047,V010,Adriatic Fastenings d.o.o.,2024-05-23,202.21,27904.98,43,30,-6.59,aggressive_bidder,4
BID-RFQ-0047-V007,RFQ-0047,V007,Nakamura Tooling Co.,2024-05-20,225.16,31072.08,17,30,4.01,conservative,4
BID-RFQ-0047-V017,RFQ-0047,V017,Türk Makina A.Ş.,2024-05-21,196.12,27064.56,22,30,-9.4,aggressive_bidder,4
BID-RFQ-0047-V009,RFQ-0047,V009,Fischer & Söhne KG,2024-05-20,206.49,28495.62,18,30,-4.61,relationship_focused,4
BID-RFQ-0047-V004,RFQ-0047,V004,Strömberg Hydraulics AB,2024-05-20,212.81,29367.78,20,30,-1.69,reliable,4
BID-RFQ-0047-V001,RFQ-0047,V001,Kovacs Precision GmbH,2024-05-22,208.56,28781.28,20,30,-3.66,reliable,4
BID-RFQ-0047-V024,RFQ-0047,V024,BalticTech UAB,2024-05-22,206.29,28468.02,23,30,-4.7,reliable,4
BID-RFQ-0047-V019,RFQ-0047,V019,Emerald Isle Castings Ltd,2024-05-22,217.34,29992.92,21,30,0.4,conservative,4
BID-RFQ-0048-V024,RFQ-0048,V024,BalticTech UAB,2024-06-05,202.9,64522.2,32,30,-3.67,reliable,4
BID-RFQ-0048-V010,RFQ-0048,V010,Adriatic Fastenings d.o.o.,2024-06-07,178.02,56610.36,38,30,-15.49,aggressive_bidder,4
BID-RFQ-0048-V009,RFQ-0048,V009,Fischer & Söhne KG,2024-06-07,199.51,63444.18,20,30,-5.28,relationship_focused,4
BID-RFQ-0048-V022,RFQ-0048,V022,Andean Precision SRL,2024-06-07,192.28,61145.04,19,30,-8.71,aggressive_bidder,4
BID-RFQ-0049-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,2024-05-26,62.88,20750.4,31,30,20.81,aggressive_bidder,4
BID-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,2024-05-28,54.97,18140.1,19,30,5.62,conservative,4
BID-RFQ-0049-V011,RFQ-0049,V011,Solaris Power Components,2024-05-26,56.1,18513.0,43,30,7.79,volatile,4
BID-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,2024-05-27,54.92,18123.6,30,30,5.52,conservative,4
BID-RFQ-0050-V009,RFQ-0050,V009,Fischer & Söhne KG,2024-06-05,129.3,27670.2,36,30,-2.46,relationship_focused,4
BID-RFQ-0050-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,2024-06-04,137.78,29484.92,38,30,3.94,conservative,4
BID-RFQ-0050-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,2024-06-05,117.35,25112.9,15,30,-11.48,aggressive_bidder,4
BID-RFQ-0050-V024,RFQ-0050,V024,BalticTech UAB,2024-06-05,126.98,27173.72,23,30,-4.21,reliable,4
BID-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,2024-06-05,115.62,24742.68,25,30,-12.78,aggressive_bidder,4
BID-RFQ-0051-V022,RFQ-0051,V022,Andean Precision SRL,2024-05-24,487.87,127821.94,51,30,-2.68,aggressive_bidder,4
BID-RFQ-0051-V009,RFQ-0051,V009,Fischer & Söhne KG,2024-05-23,482.83,126501.46,47,30,-3.69,relationship_focused,4
BID-RFQ-0051-V004,RFQ-0051,V004,Strömberg Hydraulics AB,2024-05-23,476.73,124903.26,55,30,-4.9,reliable,4
BID-RFQ-0051-V019,RFQ-0051,V019,Emerald Isle Castings Ltd,2024-05-22,525.38,137649.56,39,30,4.8,conservative,4
BID-RFQ-0051-V010,RFQ-0051,V010,Adriatic Fastenings d.o.o.,2024-05-24,481.73,126213.26,37,30,-3.91,aggressive_bidder,4
BID-RFQ-0051-V001,RFQ-0051,V001,Kovacs Precision GmbH,2024-05-21,500.02,131005.24,26,30,-0.26,reliable,4
BID-RFQ-0051-V024,RFQ-0051,V024,BalticTech UAB,2024-05-23,494.09,129451.58,19,30,-1.44,reliable,4
BID-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,2024-07-10,252.49,78776.88,39,30,2.44,conservative,5
BID-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,2024-07-11,254.62,79441.44,48,30,3.3,conservative,5
BID-RFQ-0052-V013,RFQ-0052,V013,Vantage Sensors GmbH,2024-07-11,248.26,77457.12,33,30,0.72,conservative,5
BID-RFQ-0052-V016,RFQ-0052,V016,Precision Arc Systems,2024-07-09,247.91,77347.92,23,30,0.58,volatile,5
BID-RFQ-0052-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,2024-07-09,284.65,88810.8,46,30,15.49,aggressive_bidder,5
BID-RFQ-0053-V001,RFQ-0053,V001,Kovacs Precision GmbH,2024-06-18,259.31,32932.37,42,30,-4.58,reliable,5
BID-RFQ-0053-V004,RFQ-0053,V004,Strömberg Hydraulics AB,2024-06-16,269.24,34193.48,34,30,-0.93,reliable,5
BID-RFQ-0053-V009,RFQ-0053,V009,Fischer & Söhne KG,2024-06-19,266.7,33870.9,20,30,-1.86,relationship_focused,5
BID-RFQ-0053-V010,RFQ-0053,V010,Adriatic Fastenings d.o.o.,2024-06-19,241.37,30653.99,22,30,-11.18,aggressive_bidder,5
BID-RFQ-0053-V022,RFQ-0053,V022,Andean Precision SRL,2024-06-16,257.42,32692.34,42,30,-5.28,aggressive_bidder,5
BID-RFQ-0053-V019,RFQ-0053,V019,Emerald Isle Castings Ltd,2024-06-18,274.05,34804.35,25,30,0.84,conservative,5
BID-RFQ-0053-V007,RFQ-0053,V007,Nakamura Tooling Co.,2024-06-16,287.35,36493.45,11,30,5.73,conservative,5
BID-RFQ-0054-V011,RFQ-0054,V011,Solaris Power Components,2024-06-19,108.5,30380.0,17,30,-6.45,volatile,5
BID-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,2024-06-17,111.16,31124.8,36,30,-4.15,volatile,5
BID-RFQ-0054-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,2024-06-19,133.11,37270.8,30,30,14.77,aggressive_bidder,5
BID-RFQ-0054-V013,RFQ-0054,V013,Vantage Sensors GmbH,2024-06-18,115.29,32281.2,48,30,-0.59,conservative,5
BID-RFQ-0054-V021,RFQ-0054,V021,Helios Micro Systems,2024-06-17,117.5,32900.0,39,30,1.32,conservative,5
BID-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,2024-06-17,115.17,32247.6,45,30,-0.69,conservative,5
BID-RFQ-0054-V006,RFQ-0054,V006,Bright Spark Electronics Ltd,2024-06-16,122.05,34174.0,15,30,5.24,volatile,5
BID-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2024-06-15,558.55,218951.6,45,30,20.43,aggressive_bidder,5
BID-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,2024-06-18,419.79,164557.68,13,30,-9.49,volatile,5
BID-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,2024-06-16,465.73,182566.16,50,30,0.41,conservative,5
BID-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,2024-06-18,461.24,180806.08,29,30,-0.55,conservative,5
BID-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,2024-06-16,482.04,188959.68,37,30,3.93,conservative,5
BID-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,2024-06-15,401.25,157290.0,27,30,-13.49,volatile,5
BID-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2024-06-21,358.2,170503.2,48,30,-0.86,volatile,5
BID-RFQ-0056-V011,RFQ-0056,V011,Solaris Power Components,2024-06-18,422.49,201105.24,44,30,16.93,volatile,5
BID-RFQ-0056-V002,RFQ-0056,V002,Tanaka Electrical KK,2024-06-18,373.01,177552.76,53,30,3.24,conservative,5
BID-RFQ-0056-V013,RFQ-0056,V013,Vantage Sensors GmbH,2024-06-20,372.89,177495.64,54,30,3.2,conservative,5
BID-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2024-06-20,396.93,188938.68,11,30,9.86,aggressive_bidder,5
BID-RFQ-0056-V021,RFQ-0056,V021,Helios Micro Systems,2024-06-19,379.66,180718.16,55,30,5.08,conservative,5
BID-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,2024-06-20,337.95,160864.2,10,30,-6.46,volatile,5
BID-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,2024-06-23,144.5,33524.0,52,30,-8.25,reliable,5
BID-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2024-06-23,158.5,36772.0,43,30,0.64,conservative,5
BID-RFQ-0057-V004,RFQ-0057,V004,Strömberg Hydraulics AB,2024-06-21,147.66,34257.12,10,30,-6.24,reliable,5
BID-RFQ-0057-V009,RFQ-0057,V009,Fischer & Söhne KG,2024-06-21,161.16,37389.12,27,30,2.32,relationship_focused,5
BID-RFQ-0057-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,2024-06-23,137.89,31990.48,13,30,-12.45,aggressive_bidder,5
BID-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,2024-06-23,159.36,36971.52,54,30,1.18,conservative,5
BID-RFQ-0058-V014,RFQ-0058,V014,Coastal Alloys Pty Ltd,2024-06-30,236.67,41890.59,11,30,-8.88,relationship_focused,5
BID-RFQ-0058-V012,RFQ-0058,V012,Indra Copper Works,2024-07-03,255.08,45149.16,48,30,-1.79,reliable,5
BID-RFQ-0058-V015,RFQ-0058,V015,Nordic Steel AS,2024-07-03,257.18,45520.86,12,30,-0.99,reliable,5
BID-RFQ-0058-V023,RFQ-0058,V023,Sahara Industrial FZE,2024-07-03,302.46,53535.42,29,30,16.45,volatile,5
BID-RFQ-0058-V005,RFQ-0058,V005,Cerro Negro Metals SA,2024-06-30,225.66,39941.82,35,30,-13.12,aggressive_bidder,5
BID-RFQ-0058-V003,RFQ-0058,V003,Patel Alloys Pvt Ltd,2024-07-03,239.07,42315.39,39,30,-7.96,relationship_focused,5
BID-RFQ-0058-V008,RFQ-0058,V008,Delta Composites Inc.,2024-07-01,246.18,43573.86,51,30,-5.22,aggressive_bidder,5
BID-RFQ-0059-V006,RFQ-0059,V006,Bright Spark Electronics Ltd,2024-06-26,793.57,50788.48,46,30,-2.32,volatile,5
BID-RFQ-0059-V018,RFQ-0059,V018,Guangzhou Mech & Elec Co.,2024-06-24,889.14,56904.96,21,30,9.45,aggressive_bidder,5
BID-RFQ-0059-V021,RFQ-0059,V021,Helios Micro Systems,2024-06-25,839.18,53707.52,29,30,3.3,conservative,5
BID-RFQ-0059-V002,RFQ-0059,V002,Tanaka Electrical KK,2024-06-26,824.92,52794.88,13,30,1.54,conservative,5
BID-RFQ-0059-V016,RFQ-0059,V016,Precision Arc Systems,2024-06-26,785.74,50287.36,50,30,-3.28,volatile,5
BID-RFQ-0059-V013,RFQ-0059,V013,Vantage Sensors GmbH,2024-06-24,850.08,54405.12,48,30,4.64,conservative,5
BID-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2024-07-05,81.78,23470.86,41,30,-11.26,aggressive_bidder,5
BID-RFQ-0060-V009,RFQ-0060,V009,Fischer & Söhne KG,2024-07-03,86.1,24710.7,34,30,-6.57,relationship_focused,5
BID-RFQ-0060-V022,RFQ-0060,V022,Andean Precision SRL,2024-07-05,84.5,24251.5,19,30,-8.3,aggressive_bidder,5
BID-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2024-07-05,94.63,27158.81,22,30,2.68,conservative,5
BID-RFQ-0060-V001,RFQ-0060,V001,Kovacs Precision GmbH,2024-07-03,86.1,24710.7,45,30,-6.57,reliable,5
BID-RFQ-0060-V007,RFQ-0060,V007,Nakamura Tooling Co.,2024-07-04,96.89,27807.43,34,30,5.14,conservative,5
BID-RFQ-0060-V024,RFQ-0060,V024,BalticTech UAB,2024-07-03,89.16,25588.92,52,30,-3.24,reliable,5
BID-RFQ-0061-V008,RFQ-0061,V008,Delta Composites Inc.,2024-06-28,15.07,2335.85,54,30,-17.88,aggressive_bidder,5
BID-RFQ-0061-V015,RFQ-0061,V015,Nordic Steel AS,2024-07-01,17.89,2772.95,49,30,-2.55,reliable,5
BID-RFQ-0061-V023,RFQ-0061,V023,Sahara Industrial FZE,2024-06-28,19.64,3044.2,23,30,7.02,volatile,5
BID-RFQ-0061-V005,RFQ-0061,V005,Cerro Negro Metals SA,2024-06-29,15.22,2359.1,41,30,-17.08,aggressive_bidder,5
BID-RFQ-0061-V012,RFQ-0061,V012,Indra Copper Works,2024-06-28,17.37,2692.35,55,30,-5.34,reliable,5
BID-RFQ-0061-V020,RFQ-0061,V020,Rajasthan Rare Earths Ltd,2024-06-30,17.76,2752.8,24,30,-3.24,relationship_focused,5
BID-RFQ-0062-V010,RFQ-0062,V010,Adriatic Fastenings d.o.o.,2024-07-30,38.71,9058.14,18,30,-15.06,aggressive_bidder,6
BID-RFQ-0062-V004,RFQ-0062,V004,Strömberg Hydraulics AB,2024-07-28,44.37,10382.58,37,30,-2.63,reliable,6
BID-RFQ-0062-V019,RFQ-0062,V019,Emerald Isle Castings Ltd,2024-07-27,47.38,11086.92,11,30,3.98,conservative,6
BID-RFQ-0062-V007,RFQ-0062,V007,Nakamura Tooling Co.,2024-07-30,45.64,10679.76,27,30,0.15,conservative,6
BID-RFQ-0062-V024,RFQ-0062,V024,BalticTech UAB,2024-07-29,43.56,10193.04,53,30,-4.42,reliable,6
BID-RFQ-0062-V022,RFQ-0062,V022,Andean Precision SRL,2024-07-29,43.95,10284.3,55,30,-3.56,aggressive_bidder,6
BID-RFQ-0063-V011,RFQ-0063,V011,Solaris Power Components,2024-07-16,372.99,167472.51,47,30,7.03,volatile,6
BID-RFQ-0063-V002,RFQ-0063,V002,Tanaka Electrical KK,2024-07-18,355.96,159826.04,24,30,2.14,conservative,6
BID-RFQ-0063-V006,RFQ-0063,V006,Bright Spark Electronics Ltd,2024-07-17,360.91,162048.59,15,30,3.56,volatile,6
BID-RFQ-0063-V013,RFQ-0063,V013,Vantage Sensors GmbH,2024-07-18,364.43,163629.07,29,30,4.57,conservative,6
BID-RFQ-0063-V018,RFQ-0063,V018,Guangzhou Mech & Elec Co.,2024-07-16,375.17,168451.33,37,30,7.66,aggressive_bidder,6
BID-RFQ-0064-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,2024-07-17,112.1,6277.6,46,30,13.4,aggressive_bidder,6
BID-RFQ-0064-V002,RFQ-0064,V002,Tanaka Electrical KK,2024-07-16,102.91,5762.96,50,30,4.1,conservative,6
BID-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,2024-07-19,94.55,5294.8,21,30,-4.36,volatile,6
BID-RFQ-0064-V013,RFQ-0064,V013,Vantage Sensors GmbH,2024-07-19,102.17,5721.52,39,30,3.34,conservative,6
BID-RFQ-0064-V021,RFQ-0064,V021,Helios Micro Systems,2024-07-19,102.59,5745.04,18,30,3.78,conservative,6
BID-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,2024-07-17,91.57,5127.92,37,30,-7.37,volatile,6
BID-RFQ-0065-V004,RFQ-0065,V004,Strömberg Hydraulics AB,2024-07-22,159.92,44777.6,27,30,-3.73,reliable,6
BID-RFQ-0065-V001,RFQ-0065,V001,Kovacs Precision GmbH,2024-07-24,165.98,46474.4,43,30,-0.08,reliable,6
BID-RFQ-0065-V010,RFQ-0065,V010,Adriatic Fastenings d.o.o.,2024-07-22,141.04,39491.2,32,30,-15.1,aggressive_bidder,6
BID-RFQ-0065-V022,RFQ-0065,V022,Andean Precision SRL,2024-07-22,135.83,38032.4,39,30,-18.23,aggressive_bidder,6
BID-RFQ-0065-V009,RFQ-0065,V009,Fischer & Söhne KG,2024-07-24,149.33,41812.4,27,30,-10.11,relationship_focused,6
BID-RFQ-0065-V024,RFQ-0065,V024,BalticTech UAB,2024-07-25,165.07,46219.6,33,30,-0.63,reliable,6
BID-RFQ-0066-V002,RFQ-0066,V002,Tanaka Electrical KK,2024-07-15,521.78,146098.4,39,30,1.78,conservative,6
BID-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,2024-07-12,525.86,147240.8,22,30,2.57,conservative,6
BID-RFQ-0066-V013,RFQ-0066,V013,Vantage Sensors GmbH,2024-07-12,546.94,153143.2,41,30,6.69,conservative,6
BID-RFQ-0066-V016,RFQ-0066,V016,Precision Arc Systems,2024-07-14,515.35,144298.0,20,30,0.52,volatile,6
BID-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,2024-07-15,577.19,161613.2,52,30,12.59,volatile,6
BID-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,2024-07-12,566.85,158718.0,54,30,10.57,aggressive_bidder,6
BID-RFQ-0067-V021,RFQ-0067,V021,Helios Micro Systems,2024-07-09,143.84,34233.92,22,30,1.46,conservative,6
BID-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,2024-07-12,150.61,35845.18,31,30,6.24,conservative,6
BID-RFQ-0067-V002,RFQ-0067,V002,Tanaka Electrical KK,2024-07-11,145.72,34681.36,20,30,2.79,conservative,6
BID-RFQ-0067-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,2024-07-11,158.64,37756.32,49,30,11.9,aggressive_bidder,6
BID-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,2024-07-09,148.63,35373.94,51,30,4.84,volatile,6
BID-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,2024-07-10,136.7,32534.6,12,30,-3.57,volatile,6
BID-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,2024-08-05,208.87,74984.33,26,30,1.45,conservative,6
BID-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,2024-08-03,193.35,69412.65,14,30,-6.09,volatile,6
BID-RFQ-0068-V011,RFQ-0068,V011,Solaris Power Components,2024-08-06,207.48,74485.32,24,30,0.77,volatile,6
BID-RFQ-0068-V018,RFQ-0068,V018,Guangzhou Mech & Elec Co.,2024-08-06,233.46,83812.14,13,30,13.39,aggressive_bidder,6
BID-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,2024-08-06,210.47,75558.73,25,30,2.22,conservative,6
BID-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,2024-08-06,218.82,78556.38,43,30,6.28,conservative,6
BID-RFQ-0069-V011,RFQ-0069,V011,Solaris Power Components,2024-07-30,53.5,5885.0,53,30,-5.89,volatile,6
BID-RFQ-0069-V021,RFQ-0069,V021,Helios Micro Systems,2024-07-31,57.74,6351.4,14,30,1.58,conservative,6
BID-RFQ-0069-V006,RFQ-0069,V006,Bright Spark Electronics Ltd,2024-07-31,55.66,6122.6,21,30,-2.08,volatile,6
BID-RFQ-0069-V013,RFQ-0069,V013,Vantage Sensors GmbH,2024-07-30,57.59,6334.9,25,30,1.31,conservative,6
BID-RFQ-0069-V002,RFQ-0069,V002,Tanaka Electrical KK,2024-07-30,58.08,6388.8,27,30,2.17,conservative,6
BID-RFQ-0069-V016,RFQ-0069,V016,Precision Arc Systems,2024-07-28,53.17,5848.7,19,30,-6.46,volatile,6
BID-RFQ-0070-V003,RFQ-0070,V003,Patel Alloys Pvt Ltd,2024-07-20,100.89,11501.46,48,30,-10.41,relationship_focused,6
BID-RFQ-0070-V005,RFQ-0070,V005,Cerro Negro Metals SA,2024-07-19,105.16,11988.24,28,30,-6.62,aggressive_bidder,6
BID-RFQ-0070-V012,RFQ-0070,V012,Indra Copper Works,2024-07-21,105.7,12049.8,19,30,-6.14,reliable,6
BID-RFQ-0070-V014,RFQ-0070,V014,Coastal Alloys Pty Ltd,2024-07-19,105.81,12062.34,36,30,-6.04,relationship_focused,6
BID-RFQ-0070-V023,RFQ-0070,V023,Sahara Industrial FZE,2024-07-22,104.39,11900.46,34,30,-7.31,volatile,6
BID-RFQ-0070-V015,RFQ-0070,V015,Nordic Steel AS,2024-07-20,109.11,12438.54,42,30,-3.12,reliable,6
BID-RFQ-0070-V020,RFQ-0070,V020,Rajasthan Rare Earths Ltd,2024-07-21,104.16,11874.24,40,30,-7.51,relationship_focused,6
BID-RFQ-0071-V007,RFQ-0071,V007,Nakamura Tooling Co.,2024-08-11,130.47,35096.43,53,30,7.19,conservative,7
