payment_id,po_id,vendor_id,po_value_usd,payment_terms,due_date,actual_payment_date,days_late,days_early,payment_status,meridian_stress_index,month_index
PAY-PO-RFQ-0189-V004,PO-RFQ-0189-V004,V004,17669.56,LC at sight,2025-05-28,2025-05-23,0,5,on_time,0.015,17
PAY-PO-RFQ-0190-V006,PO-RFQ-0190-V006,V006,178725.12,Net45,2025-07-12,2025-07-10,0,2,on_time,0.015,17
PAY-PO-RFQ-0191-V011,PO-RFQ-0191-V011,V011,115746.15,2/10 Net30,2025-06-30,2025-06-29,0,1,on_time,0.015,17
PAY-PO-RFQ-0192-V006,PO-RFQ-0192-V006,V006,87964.44,Net30,2025-07-03,2025-06-28,0,5,on_time,0.015,17
PAY-PO-RFQ-0193-V008,PO-RFQ-0193-V008,V008,43890.99,LC at sight,2025-06-01,2025-05-30,0,2,on_time,0.015,17
PAY-PO-RFQ-0194-V009,PO-RFQ-0194-V009,V009,47532.1,LC at sight,2025-05-28,2025-05-24,0,4,on_time,0.015,17
PAY-PO-RFQ-0195-V004,PO-RFQ-0195-V004,V004,36476.96,2/10 Net30,2025-06-27,2025-06-26,0,1,on_time,0.015,17
PAY-PO-RFQ-0196-V013,PO-RFQ-0196-V013,V013,2039.73,Net30,2025-07-01,2025-06-29,0,2,on_time,0.015,17
PAY-PO-RFQ-0197-V013,PO-RFQ-0197-V013,V013,69241.13,LC at sight,2025-06-03,2025-06-02,0,1,on_time,0.015,17
PAY-PO-RFQ-0198-V004,PO-RFQ-0198-V004,V004,19334.04,LC at sight,2025-05-30,2025-06-05,6,0,slightly_late,0.015,17
PAY-PO-RFQ-0199-V001,PO-RFQ-0199-V001,V001,13277.88,2/10 Net30,2025-06-27,2025-06-26,0,1,on_time,0.015,17
PAY-PO-RFQ-0200-V013,PO-RFQ-0200-V013,V013,59933.83,Net45,2025-07-17,2025-07-15,0,2,on_time,0.015,17
PAY-PO-RFQ-0201-V017,PO-RFQ-0201-V017,V017,22494.29,Net30,2025-06-27,2025-07-02,5,0,slightly_late,0.015,17
PAY-PO-RFQ-0202-V002,PO-RFQ-0202-V002,V002,18206.73,Net45,2025-07-16,2025-07-16,0,0,on_time,0.015,17
