email_id,rfq_id,vendor_id,direction,timestamp,from_email,to_email,subject,email_type,body_snippet,bid_amount_usd,delivery_days
EML-01007,RFQ-0053,V024,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01008,RFQ-0053,V009,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01009,RFQ-0053,V009,inbound,2024-06-19 09:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0053 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 266.70. Total USD 33,870.90. Lead time 20 days.",33870.9,20.0
EML-01010,RFQ-0053,V010,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01011,RFQ-0053,V010,inbound,2024-06-08 09:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0053,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01012,RFQ-0053,V010,inbound,2024-06-19 17:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0053 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 241.37. Total USD 30,653.99. Lead time 22 days.",30653.99,22.0
EML-01013,RFQ-0053,V022,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,stephen@andeanprecisio.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01014,RFQ-0053,V022,inbound,2024-06-16 09:00:00,stephen@andeanprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0053 – Andean Precision SRL,bid,"Please find our quotation. Unit price USD 257.42. Total USD 32,692.34. Lead time 42 days.",32692.34,42.0
EML-01015,RFQ-0053,V019,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01016,RFQ-0053,V019,inbound,2024-06-08 08:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0053,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01017,RFQ-0053,V019,inbound,2024-06-18 16:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0053 – Emerald Isle Castings Ltd,bid,"Please find our quotation. Unit price USD 274.05. Total USD 34,804.35. Lead time 25 days.",34804.35,25.0
EML-01018,RFQ-0053,V007,outbound,2024-06-05 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0053 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0053. Bid deadline: 2024-06-19.,,
EML-01019,RFQ-0053,V007,inbound,2024-06-08 14:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0053,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01020,RFQ-0053,V007,inbound,2024-06-16 14:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0053 – Nakamura Tooling Co.,bid,"Please find our quotation. Unit price USD 287.35. Total USD 36,493.45. Lead time 11 days.",36493.45,11.0
EML-01021,RFQ-0054,V011,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01022,RFQ-0054,V011,inbound,2024-06-12 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01023,RFQ-0054,V011,inbound,2024-06-13 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01024,RFQ-0054,V011,inbound,2024-06-19 10:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 108.50. Total USD 30,380.00. Lead time 17 days.",30380.0,17.0
EML-01025,RFQ-0054,V016,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01026,RFQ-0054,V016,inbound,2024-06-12 12:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01027,RFQ-0054,V016,inbound,2024-06-13 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01028,RFQ-0054,V016,inbound,2024-06-17 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 111.16. Total USD 31,124.80. Lead time 36 days.",31124.8,36.0
EML-01029,RFQ-0054,V018,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01030,RFQ-0054,V018,inbound,2024-06-12 08:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01031,RFQ-0054,V018,inbound,2024-06-19 11:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 133.11. Total USD 37,270.80. Lead time 30 days.",37270.8,30.0
EML-01032,RFQ-0054,V013,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01033,RFQ-0054,V013,inbound,2024-06-12 09:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01034,RFQ-0054,V013,inbound,2024-06-18 12:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 115.29. Total USD 32,281.20. Lead time 48 days.",32281.2,48.0
EML-01035,RFQ-0054,V021,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01036,RFQ-0054,V021,inbound,2024-06-13 09:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01037,RFQ-0054,V021,inbound,2024-06-17 17:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 117.50. Total USD 32,900.00. Lead time 39 days.",32900.0,39.0
EML-01038,RFQ-0054,V002,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01039,RFQ-0054,V002,inbound,2024-06-12 11:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01040,RFQ-0054,V002,inbound,2024-06-13 11:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01041,RFQ-0054,V002,inbound,2024-06-17 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 115.17. Total USD 32,247.60. Lead time 45 days.",32247.6,45.0
EML-01042,RFQ-0054,V006,outbound,2024-06-10 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0054 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0054. Bid deadline: 2024-06-19.,,
EML-01043,RFQ-0054,V006,inbound,2024-06-13 10:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0054,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01044,RFQ-0054,V006,inbound,2024-06-14 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01045,RFQ-0054,V006,inbound,2024-06-15 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0054 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01046,RFQ-0054,V006,inbound,2024-06-16 17:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0054 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 122.05. Total USD 34,174.00. Lead time 15 days.",34174.0,15.0
EML-01047,RFQ-0055,V016,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01048,RFQ-0055,V018,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01049,RFQ-0055,V018,inbound,2024-06-15 16:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 558.55. Total USD 218,951.60. Lead time 45 days.",218951.6,45.0
EML-01050,RFQ-0055,V006,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01051,RFQ-0055,V006,inbound,2024-06-10 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0055 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01052,RFQ-0055,V006,inbound,2024-06-18 16:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 419.79. Total USD 164,557.68. Lead time 13 days.",164557.68,13.0
EML-01053,RFQ-0055,V021,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01054,RFQ-0055,V021,inbound,2024-06-16 12:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 465.73. Total USD 182,566.16. Lead time 50 days.",182566.16,50.0
EML-01055,RFQ-0055,V002,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01056,RFQ-0055,V002,inbound,2024-06-10 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0055,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01057,RFQ-0055,V002,inbound,2024-06-18 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 461.24. Total USD 180,806.08. Lead time 29 days.",180806.08,29.0
EML-01058,RFQ-0055,V013,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01059,RFQ-0055,V013,inbound,2024-06-16 12:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 482.04. Total USD 188,959.68. Lead time 37 days.",188959.68,37.0
EML-01060,RFQ-0055,V011,outbound,2024-06-07 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0055 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0055. Bid deadline: 2024-06-18.,,
EML-01061,RFQ-0055,V011,inbound,2024-06-10 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0055 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01062,RFQ-0055,V011,inbound,2024-06-11 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0055 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01063,RFQ-0055,V011,inbound,2024-06-15 12:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0055 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 401.25. Total USD 157,290.00. Lead time 27 days.",157290.0,27.0
EML-01064,RFQ-0056,V006,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,andrew@brightsparkele.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01065,RFQ-0056,V006,inbound,2024-06-12 11:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01066,RFQ-0056,V006,inbound,2024-06-21 16:00:00,andrew@brightsparkele.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Bright Spark Electronics Ltd,bid,"Please find our quotation. Unit price USD 358.20. Total USD 170,503.20. Lead time 48 days.",170503.2,48.0
EML-01067,RFQ-0056,V011,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,lisa@solarispowerco.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01068,RFQ-0056,V011,inbound,2024-06-10 14:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0056,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01069,RFQ-0056,V011,inbound,2024-06-11 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01070,RFQ-0056,V011,inbound,2024-06-12 11:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01071,RFQ-0056,V011,inbound,2024-06-18 10:00:00,lisa@solarispowerco.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Solaris Power Components,bid,"Please find our quotation. Unit price USD 422.49. Total USD 201,105.24. Lead time 44 days.",201105.24,44.0
EML-01072,RFQ-0056,V002,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,lance@tanakaelectric.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01073,RFQ-0056,V002,inbound,2024-06-12 16:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0056,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01074,RFQ-0056,V002,inbound,2024-06-18 10:00:00,lance@tanakaelectric.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Tanaka Electrical KK,bid,"Please find our quotation. Unit price USD 373.01. Total USD 177,552.76. Lead time 53 days.",177552.76,53.0
EML-01075,RFQ-0056,V013,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,john@vantagesensors.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01076,RFQ-0056,V013,inbound,2024-06-20 09:00:00,john@vantagesensors.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Vantage Sensors GmbH,bid,"Please find our quotation. Unit price USD 372.89. Total USD 177,495.64. Lead time 54 days.",177495.64,54.0
EML-01077,RFQ-0056,V018,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,jennifer@guangzhoumeche.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01078,RFQ-0056,V018,inbound,2024-06-20 13:00:00,jennifer@guangzhoumeche.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Guangzhou Mech & Elec Co.,bid,"Please find our quotation. Unit price USD 396.93. Total USD 188,938.68. Lead time 11 days.",188938.68,11.0
EML-01079,RFQ-0056,V021,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,terry@heliosmicrosys.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01080,RFQ-0056,V021,inbound,2024-06-12 09:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0056,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01081,RFQ-0056,V021,inbound,2024-06-13 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01082,RFQ-0056,V021,inbound,2024-06-14 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01083,RFQ-0056,V021,inbound,2024-06-15 11:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 3? Specifically tolerance and surface finish.,,
EML-01084,RFQ-0056,V021,inbound,2024-06-19 12:00:00,terry@heliosmicrosys.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Helios Micro Systems,bid,"Please find our quotation. Unit price USD 379.66. Total USD 180,718.16. Lead time 55 days.",180718.16,55.0
EML-01085,RFQ-0056,V016,outbound,2024-06-09 09:15:00,procurement@meridian-industrial.com,james@precisionarcsy.com,Request for Quotation – RFQ-0056 – Electrical Components,rfq_invite,Please find attached our RFQ RFQ-0056. Bid deadline: 2024-06-21.,,
EML-01086,RFQ-0056,V016,inbound,2024-06-12 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01087,RFQ-0056,V016,inbound,2024-06-13 11:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0056 — Clarification Required,query,Could you clarify item specification on line 2? Specifically tolerance and surface finish.,,
EML-01088,RFQ-0056,V016,inbound,2024-06-20 12:00:00,james@precisionarcsy.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0056 – Precision Arc Systems,bid,"Please find our quotation. Unit price USD 337.95. Total USD 160,864.20. Lead time 10 days.",160864.2,10.0
EML-01089,RFQ-0057,V001,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,allison@kovacsprecisio.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01090,RFQ-0057,V001,inbound,2024-06-19 15:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0057,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01091,RFQ-0057,V001,inbound,2024-06-23 11:00:00,allison@kovacsprecisio.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Kovacs Precision GmbH,bid,"Please find our quotation. Unit price USD 144.50. Total USD 33,524.00. Lead time 52 days.",33524.0,52.0
EML-01092,RFQ-0057,V019,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,daniel@emeraldislecas.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01093,RFQ-0057,V019,inbound,2024-06-23 13:00:00,daniel@emeraldislecas.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Emerald Isle Castings Ltd,bid,"Please find our quotation. Unit price USD 158.50. Total USD 36,772.00. Lead time 43 days.",36772.0,43.0
EML-01094,RFQ-0057,V004,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,sandra@strömberghydra.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01095,RFQ-0057,V004,inbound,2024-06-20 16:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0057,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01096,RFQ-0057,V004,inbound,2024-06-21 15:00:00,sandra@strömberghydra.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Strömberg Hydraulics AB,bid,"Please find our quotation. Unit price USD 147.66. Total USD 34,257.12. Lead time 10 days.",34257.12,10.0
EML-01097,RFQ-0057,V009,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,nathan@fischersöhnekg.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01098,RFQ-0057,V009,inbound,2024-06-20 13:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0057,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01099,RFQ-0057,V009,inbound,2024-06-21 10:00:00,nathan@fischersöhnekg.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Fischer & Söhne KG,bid,"Please find our quotation. Unit price USD 161.16. Total USD 37,389.12. Lead time 27 days.",37389.12,27.0
EML-01100,RFQ-0057,V010,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,timothy@adriaticfasten.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01101,RFQ-0057,V010,inbound,2024-06-19 16:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0057,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01102,RFQ-0057,V010,inbound,2024-06-23 13:00:00,timothy@adriaticfasten.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Adriatic Fastenings d.o.o.,bid,"Please find our quotation. Unit price USD 137.89. Total USD 31,990.48. Lead time 13 days.",31990.48,13.0
EML-01103,RFQ-0057,V024,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,tim@baltictechuab.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01104,RFQ-0057,V007,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,jessica@nakamuratoolin.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01105,RFQ-0057,V007,inbound,2024-06-19 09:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0057,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01106,RFQ-0057,V007,inbound,2024-06-20 11:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Re: RFQ RFQ-0057 — Clarification Required,query,Could you clarify item specification on line 1? Specifically tolerance and surface finish.,,
EML-01107,RFQ-0057,V007,inbound,2024-06-23 15:00:00,jessica@nakamuratoolin.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0057 – Nakamura Tooling Co.,bid,"Please find our quotation. Unit price USD 159.36. Total USD 36,971.52. Lead time 54 days.",36971.52,54.0
EML-01108,RFQ-0057,V017,outbound,2024-06-17 09:15:00,procurement@meridian-industrial.com,amy@türkmakinaaş.com,Request for Quotation – RFQ-0057 – Mechanical Parts,rfq_invite,Please find attached our RFQ RFQ-0057. Bid deadline: 2024-06-24.,,
EML-01109,RFQ-0058,V014,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,amy@coastalalloysp.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01110,RFQ-0058,V014,inbound,2024-06-21 09:00:00,amy@coastalalloysp.com,procurement@meridian-industrial.com,Re: Request for Quotation – RFQ-0058,acknowledgement,Thank you for your RFQ. We will submit our quotation before the deadline.,,
EML-01111,RFQ-0058,V014,inbound,2024-06-30 14:00:00,amy@coastalalloysp.com,procurement@meridian-industrial.com,Quotation Submission – RFQ-0058 – Coastal Alloys Pty Ltd,bid,"Please find our quotation. Unit price USD 236.67. Total USD 41,890.59. Lead time 11 days.",41890.59,11.0
EML-01112,RFQ-0058,V020,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,brandy@rajasthanraree.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
EML-01113,RFQ-0058,V012,outbound,2024-06-19 09:15:00,procurement@meridian-industrial.com,alex@indracopperwor.com,Request for Quotation – RFQ-0058 – Raw Materials,rfq_invite,Please find attached our RFQ RFQ-0058. Bid deadline: 2024-07-03.,,
