snapshot_id,vendor_id,vendor_name,month,month_index,relationship_arc,price_index,on_time_delivery_rate,response_rate,quality_score,n_rfqs_invited,n_rfqs_responded,n_bids_submitted,n_pos_won,win_rate_6mo,capacity_utilization,defect_rate_ppm,payment_pct_on_time,payment_avg_days_late
VP-V002-202409,V002,Tanaka Electrical KK,2024-09-01,8,stable,1.026,1.0,0.812,9.21,3,3,3,1,0.138,82.1,201.0,1.0,0.0
VP-V003-202409,V003,Patel Alloys Pvt Ltd,2024-09-01,8,improving,0.953,0.898,0.797,7.77,5,4,4,0,0.0,56.2,259.0,,
VP-V004-202409,V004,Strömberg Hydraulics AB,2024-09-01,8,stable,1.031,1.0,0.833,9.7,3,3,3,1,0.143,80.3,269.0,0.0,1.0
VP-V005-202409,V005,Cerro Negro Metals SA,2024-09-01,8,stable,0.85,0.784,0.808,7.37,5,5,5,0,0.0,80.3,428.0,,
VP-V006-202409,V006,Bright Spark Electronics Ltd,2024-09-01,8,stable,0.976,0.818,0.762,7.09,3,2,2,0,0.172,86.7,401.0,,
VP-V007-202409,V007,Nakamura Tooling Co.,2024-09-01,8,stable,1.055,1.0,0.824,9.64,3,2,2,1,0.143,71.4,165.0,0.0,26.0
VP-V008-202409,V008,Delta Composites Inc.,2024-09-01,8,stable,0.864,1.0,0.752,7.72,5,4,4,1,0.1,90.1,270.0,1.0,0.0
VP-V009-202409,V009,Fischer & Söhne KG,2024-09-01,8,stable,0.989,0.961,0.821,8.82,2,2,2,0,0.211,73.4,439.0,,
VP-V010-202409,V010,Adriatic Fastenings d.o.o.,2024-09-01,8,stable,0.88,0.72,0.83,7.61,2,2,2,0,0.136,85.4,395.0,,
VP-V011-202409,V011,Solaris Power Components,2024-09-01,8,stable,1.0,1.0,0.716,6.78,3,3,3,1,0.103,88.8,408.0,1.0,0.0
VP-V012-202409,V012,Indra Copper Works,2024-09-01,8,improving,0.905,0.913,0.816,7.95,5,4,4,0,0.1,72.2,205.0,,
VP-V013-202409,V013,Vantage Sensors GmbH,2024-09-01,8,stable,1.012,1.0,0.804,8.66,3,3,3,1,0.31,73.0,357.0,1.0,0.0
VP-V014-202409,V014,Coastal Alloys Pty Ltd,2024-09-01,8,stable,0.941,1.0,0.803,8.18,5,3,3,1,0.1,73.0,344.0,1.0,0.0
VP-V015-202409,V015,Nordic Steel AS,2024-09-01,8,stable,1.024,1.0,0.849,9.15,5,3,3,1,0.3,68.9,264.0,1.0,0.0
VP-V016-202409,V016,Precision Arc Systems,2024-09-01,8,stable,0.923,0.74,0.643,7.18,3,3,3,0,0.172,83.1,391.0,,
VP-V017-202409,V017,Türk Makina A.Ş.,2024-09-01,8,stable,0.842,0.787,0.799,7.16,3,2,2,0,0.053,88.6,222.0,,
VP-V018-202409,V018,Guangzhou Mech & Elec Co.,2024-09-01,8,collapse,0.937,0.77,0.644,5.67,3,3,3,0,0.0,90.9,512.0,,
VP-V019-202409,V019,Emerald Isle Castings Ltd,2024-09-01,8,stable,1.037,1.0,0.871,8.67,3,3,3,1,0.136,69.9,246.0,1.0,0.0
VP-V020-202409,V020,Rajasthan Rare Earths Ltd,2024-09-01,8,improving,0.929,1.0,0.742,7.76,5,3,3,2,0.3,68.4,484.0,1.0,0.0
VP-V021-202409,V021,Helios Micro Systems,2024-09-01,8,new_proving,0.973,0.959,0.839,8.2,3,3,3,0,0.13,61.8,388.0,,
VP-V022-202409,V022,Andean Precision SRL,2024-09-01,8,new_proving,0.853,0.844,0.724,6.97,2,1,1,0,0.125,77.8,360.0,,
VP-V023-202409,V023,Sahara Industrial FZE,2024-09-01,8,new_proving,0.893,0.749,0.683,6.97,5,4,4,0,0.1,75.9,395.0,,
VP-V024-202409,V024,BalticTech UAB,2024-09-01,8,new_proving,0.982,0.94,0.866,8.3,3,1,1,0,0.056,64.2,386.0,,
VP-V001-202410,V001,Kovacs Precision GmbH,2024-10-01,9,declining,0.905,1.0,0.847,8.9,3,3,3,1,0.19,76.4,182.0,0.0,1.0
VP-V002-202410,V002,Tanaka Electrical KK,2024-10-01,9,stable,1.032,0.95,0.787,9.22,3,3,3,0,0.115,75.5,292.0,,
VP-V003-202410,V003,Patel Alloys Pvt Ltd,2024-10-01,9,improving,0.916,0.871,0.775,7.77,4,3,3,0,0.0,60.8,402.0,,
VP-V004-202410,V004,Strömberg Hydraulics AB,2024-10-01,9,stable,1.052,0.96,0.915,9.7,4,3,3,0,0.095,73.2,68.0,,
VP-V005-202410,V005,Cerro Negro Metals SA,2024-10-01,9,stable,0.841,1.0,0.838,7.56,4,3,3,1,0.071,86.8,352.0,1.0,0.0
VP-V006-202410,V006,Bright Spark Electronics Ltd,2024-10-01,9,stable,0.955,0.5,0.788,7.0,3,2,2,2,0.231,80.3,172.0,0.5,11.0
VP-V007-202410,V007,Nakamura Tooling Co.,2024-10-01,9,stable,1.018,0.912,0.781,9.38,3,1,1,0,0.15,69.4,237.0,,
VP-V008-202410,V008,Delta Composites Inc.,2024-10-01,9,stable,0.879,0.843,0.805,7.35,4,3,3,0,0.071,83.1,472.0,,
VP-V009-202410,V009,Fischer & Söhne KG,2024-10-01,9,stable,1.03,1.0,0.883,8.79,4,4,4,1,0.211,69.1,409.0,1.0,0.0
VP-V010-202410,V010,Adriatic Fastenings d.o.o.,2024-10-01,9,stable,0.877,0.812,0.82,7.67,4,4,4,0,0.136,79.9,360.0,,
VP-V011-202410,V011,Solaris Power Components,2024-10-01,9,stable,0.997,0.729,0.692,7.01,3,2,2,0,0.077,83.2,430.0,,
VP-V012-202410,V012,Indra Copper Works,2024-10-01,9,improving,0.9,1.0,0.858,8.53,4,4,4,2,0.214,67.4,319.0,1.0,0.0
VP-V013-202410,V013,Vantage Sensors GmbH,2024-10-01,9,stable,1.003,0.903,0.889,8.8,3,3,3,0,0.269,71.9,138.0,,
VP-V014-202410,V014,Coastal Alloys Pty Ltd,2024-10-01,9,stable,0.929,1.0,0.779,7.61,4,3,3,1,0.143,79.1,241.0,1.0,0.0
VP-V015-202410,V015,Nordic Steel AS,2024-10-01,9,stable,1.002,0.973,0.884,9.1,4,3,3,0,0.214,71.4,213.0,,
VP-V016-202410,V016,Precision Arc Systems,2024-10-01,9,stable,0.913,0.65,0.659,6.62,3,2,2,0,0.154,90.9,375.0,,
VP-V017-202410,V017,Türk Makina A.Ş.,2024-10-01,9,stable,0.852,0.853,0.814,6.85,2,2,2,0,0.0,88.8,417.0,,
VP-V018-202410,V018,Guangzhou Mech & Elec Co.,2024-10-01,9,collapse,0.937,0.749,0.588,5.91,3,2,2,0,0.0,88.1,513.0,,
VP-V019-202410,V019,Emerald Isle Castings Ltd,2024-10-01,9,stable,1.017,0.908,0.841,8.61,4,4,4,0,0.091,69.1,330.0,,
VP-V020-202410,V020,Rajasthan Rare Earths Ltd,2024-10-01,9,improving,0.907,0.927,0.783,8.19,4,4,4,0,0.214,69.6,394.0,,
VP-V021-202410,V021,Helios Micro Systems,2024-10-01,9,new_proving,0.99,1.0,0.866,8.43,3,3,3,1,0.154,59.8,433.0,0.0,18.0
VP-V022-202410,V022,Andean Precision SRL,2024-10-01,9,new_proving,0.842,1.0,0.77,6.94,4,3,3,2,0.2,72.9,390.0,1.0,0.0
VP-V023-202410,V023,Sahara Industrial FZE,2024-10-01,9,new_proving,0.908,0.837,0.734,6.68,4,2,2,0,0.071,76.6,408.0,,
VP-V024-202410,V024,BalticTech UAB,2024-10-01,9,new_proving,0.959,0.863,0.907,7.91,4,4,4,0,0.045,64.5,426.0,,
VP-V001-202411,V001,Kovacs Precision GmbH,2024-11-01,10,declining,0.916,0.926,0.829,9.01,3,3,3,0,0.059,81.6,370.0,,
VP-V002-202411,V002,Tanaka Electrical KK,2024-11-01,10,stable,1.037,1.0,0.806,8.74,5,3,3,1,0.143,74.1,288.0,0.0,18.0
VP-V003-202411,V003,Patel Alloys Pvt Ltd,2024-11-01,10,improving,0.93,1.0,0.791,7.99,4,3,3,1,0.056,64.0,328.0,1.0,0.0
VP-V004-202411,V004,Strömberg Hydraulics AB,2024-11-01,10,stable,1.047,1.0,0.904,9.61,3,3,3,2,0.235,66.9,256.0,0.5,1.0
VP-V005-202411,V005,Cerro Negro Metals SA,2024-11-01,10,stable,0.835,0.779,0.87,7.6,4,4,4,0,0.056,77.7,234.0,,
VP-V006-202411,V006,Bright Spark Electronics Ltd,2024-11-01,10,stable,0.971,1.0,0.701,7.29,5,3,3,1,0.25,85.3,427.0,0.0,2.0
VP-V007-202411,V007,Nakamura Tooling Co.,2024-11-01,10,stable,1.054,0.91,0.902,9.43,2,1,1,0,0.125,81.8,144.0,,
VP-V008-202411,V008,Delta Composites Inc.,2024-11-01,10,stable,0.891,1.0,0.79,7.78,4,4,4,1,0.111,86.8,146.0,1.0,0.0
VP-V009-202411,V009,Fischer & Söhne KG,2024-11-01,10,stable,0.999,0.863,0.873,8.98,3,1,1,0,0.125,66.9,433.0,,
VP-V010-202411,V010,Adriatic Fastenings d.o.o.,2024-11-01,10,stable,0.851,0.82,0.792,7.37,3,3,3,0,0.118,84.7,355.0,,
VP-V011-202411,V011,Solaris Power Components,2024-11-01,10,stable,1.01,0.714,0.668,7.01,5,5,5,0,0.071,87.0,541.0,,
VP-V012-202411,V012,Indra Copper Works,2024-11-01,10,improving,0.909,0.939,0.813,8.22,4,4,4,0,0.167,64.1,357.0,,
VP-V013-202411,V013,Vantage Sensors GmbH,2024-11-01,10,stable,1.019,1.0,0.854,8.65,5,5,5,3,0.25,67.4,220.0,0.667,2.0
VP-V014-202411,V014,Coastal Alloys Pty Ltd,2024-11-01,10,stable,0.932,0.807,0.789,7.72,4,3,3,0,0.111,70.0,487.0,,
VP-V015-202411,V015,Nordic Steel AS,2024-11-01,10,stable,1.002,0.902,0.873,9.26,4,3,3,0,0.167,67.5,259.0,,
VP-V016-202411,V016,Precision Arc Systems,2024-11-01,10,stable,0.908,0.703,0.633,6.92,5,4,4,0,0.143,93.7,464.0,,
VP-V017-202411,V017,Türk Makina A.Ş.,2024-11-01,10,stable,0.872,0.805,0.834,7.19,2,2,2,0,0.0,87.1,338.0,,
VP-V018-202411,V018,Guangzhou Mech & Elec Co.,2024-11-01,10,collapse,0.962,0.747,0.571,5.77,5,3,3,0,0.0,86.2,571.0,,
VP-V019-202411,V019,Emerald Isle Castings Ltd,2024-11-01,10,stable,1.021,1.0,0.894,8.87,3,3,3,1,0.176,59.4,264.0,1.0,0.0
VP-V020-202411,V020,Rajasthan Rare Earths Ltd,2024-11-01,10,improving,0.918,1.0,0.741,7.73,4,4,4,2,0.278,63.6,347.0,0.5,10.0
VP-V021-202411,V021,Helios Micro Systems,2024-11-01,10,new_proving,0.97,0.936,0.819,8.22,5,3,3,0,0.143,65.2,245.0,,
VP-V022-202411,V022,Andean Precision SRL,2024-11-01,10,new_proving,0.85,0.897,0.768,6.87,3,2,2,0,0.25,81.1,457.0,,
VP-V023-202411,V023,Sahara Industrial FZE,2024-11-01,10,new_proving,0.901,0.799,0.73,6.33,4,3,3,0,0.056,77.0,343.0,,
VP-V024-202411,V024,BalticTech UAB,2024-11-01,10,new_proving,0.947,0.958,0.904,7.71,2,2,2,0,0.0,65.9,302.0,,
VP-V001-202412,V001,Kovacs Precision GmbH,2024-12-01,11,declining,0.935,0.973,0.844,9.34,2,2,2,0,0.062,69.8,186.0,,
VP-V002-202412,V002,Tanaka Electrical KK,2024-12-01,11,stable,1.041,1.0,0.813,9.15,10,8,8,2,0.152,79.9,347.0,0.5,7.5
VP-V003-202412,V003,Patel Alloys Pvt Ltd,2024-12-01,11,improving,0.932,0.883,0.774,8.29,1,1,1,0,0.059,66.9,190.0,,
VP-V004-202412,V004,Strömberg Hydraulics AB,2024-12-01,11,stable,1.061,1.0,0.859,9.73,2,1,1,1,0.235,64.6,198.0,1.0,0.0
VP-V005-202412,V005,Cerro Negro Metals SA,2024-12-01,11,stable,0.848,0.792,0.841,7.55,1,1,1,0,0.059,80.4,235.0,,
VP-V006-202412,V006,Bright Spark Electronics Ltd,2024-12-01,11,stable,0.98,1.0,0.684,7.52,10,5,5,2,0.212,75.7,308.0,0.5,5.5
VP-V007-202412,V007,Nakamura Tooling Co.,2024-12-01,11,stable,1.025,0.893,0.834,8.92,1,0,0,0,0.071,73.4,302.0,,
VP-V008-202412,V008,Delta Composites Inc.,2024-12-01,11,stable,0.865,0.793,0.768,7.6,1,1,1,0,0.118,87.0,178.0,,
VP-V009-202412,V009,Fischer & Söhne KG,2024-12-01,11,stable,0.994,1.0,0.847,8.58,2,2,2,1,0.2,66.9,299.0,1.0,0.0
VP-V010-202412,V010,Adriatic Fastenings d.o.o.,2024-12-01,11,stable,0.86,0.773,0.855,7.69,2,1,1,0,0.125,86.9,370.0,,
VP-V011-202412,V011,Solaris Power Components,2024-12-01,11,stable,0.995,1.0,0.684,6.84,10,7,7,1,0.091,84.2,284.0,1.0,0.0
VP-V012-202412,V012,Indra Copper Works,2024-12-01,11,improving,0.911,0.871,0.839,8.53,1,1,1,0,0.176,64.3,105.0,,
VP-V013-202412,V013,Vantage Sensors GmbH,2024-12-01,11,stable,1.013,1.0,0.857,8.74,10,8,8,1,0.242,71.6,346.0,1.0,0.0
VP-V014-202412,V014,Coastal Alloys Pty Ltd,2024-12-01,11,stable,0.952,0.85,0.784,8.09,1,0,0,0,0.118,75.9,270.0,,
VP-V015-202412,V015,Nordic Steel AS,2024-12-01,11,stable,1.019,0.926,0.854,9.13,1,1,1,0,0.118,70.7,124.0,,
VP-V016-202412,V016,Precision Arc Systems,2024-12-01,11,stable,0.917,1.0,0.664,6.61,10,5,5,2,0.121,89.2,432.0,1.0,0.0
VP-V017-202412,V017,Türk Makina A.Ş.,2024-12-01,11,stable,0.854,0.823,0.809,7.22,1,0,0,0,0.0,80.6,366.0,,
VP-V018-202412,V018,Guangzhou Mech & Elec Co.,2024-12-01,11,collapse,0.985,0.761,0.494,5.3,9,4,4,0,0.0,82.9,365.0,,
VP-V019-202412,V019,Emerald Isle Castings Ltd,2024-12-01,11,stable,1.017,0.903,0.908,8.25,2,2,2,0,0.188,59.0,308.0,,
VP-V020-202412,V020,Rajasthan Rare Earths Ltd,2024-12-01,11,improving,0.907,0.897,0.778,8.13,1,0,0,0,0.235,70.7,94.0,,
VP-V021-202412,V021,Helios Micro Systems,2024-12-01,11,new_proving,0.994,1.0,0.807,8.2,10,9,9,2,0.182,62.5,471.0,1.0,0.0
VP-V022-202412,V022,Andean Precision SRL,2024-12-01,11,new_proving,0.847,0.836,0.782,6.9,2,0,0,0,0.188,71.5,322.0,,
VP-V023-202412,V023,Sahara Industrial FZE,2024-12-01,11,new_proving,0.893,1.0,0.772,6.73,1,1,1,1,0.118,83.0,463.0,0.0,6.0
VP-V024-202412,V024,BalticTech UAB,2024-12-01,11,new_proving,0.963,0.888,0.914,8.25,2,2,2,0,0.0,66.3,329.0,,
VP-V001-202501,V001,Kovacs Precision GmbH,2025-01-01,12,declining,0.934,0.894,0.854,9.02,3,2,2,0,0.059,70.4,248.0,,
VP-V002-202501,V002,Tanaka Electrical KK,2025-01-01,12,stable,1.039,1.0,0.818,8.93,8,7,7,2,0.2,76.6,255.0,1.0,0.0
VP-V003-202501,V003,Patel Alloys Pvt Ltd,2025-01-01,12,improving,0.925,0.898,0.832,8.14,2,2,2,0,0.056,69.1,374.0,,
VP-V004-202501,V004,Strömberg Hydraulics AB,2025-01-01,12,stable,1.045,0.903,0.833,9.17,3,3,3,0,0.222,71.1,240.0,,
VP-V005-202501,V005,Cerro Negro Metals SA,2025-01-01,12,stable,0.836,0.861,0.824,7.34,2,0,0,0,0.056,78.2,418.0,,
VP-V006-202501,V006,Bright Spark Electronics Ltd,2025-01-01,12,stable,0.978,1.0,0.684,7.79,8,6,6,1,0.171,82.3,264.0,1.0,0.0
VP-V007-202501,V007,Nakamura Tooling Co.,2025-01-01,12,stable,1.057,0.941,0.804,9.37,4,4,4,0,0.062,77.7,26.0,,
VP-V008-202501,V008,Delta Composites Inc.,2025-01-01,12,stable,0.877,0.739,0.81,7.72,2,1,1,0,0.111,92.6,348.0,,
VP-V009-202501,V009,Fischer & Söhne KG,2025-01-01,12,stable,1.019,1.0,0.849,9.13,4,3,3,1,0.176,69.6,297.0,1.0,0.0
VP-V010-202501,V010,Adriatic Fastenings d.o.o.,2025-01-01,12,stable,0.875,0.761,0.854,7.84,3,1,1,0,0.118,79.6,564.0,,
VP-V011-202501,V011,Solaris Power Components,2025-01-01,12,stable,0.995,0.761,0.7,6.98,8,4,4,0,0.086,88.4,383.0,,
VP-V012-202501,V012,Indra Copper Works,2025-01-01,12,improving,0.913,0.924,0.853,8.75,2,1,1,0,0.111,59.9,278.0,,
VP-V013-202501,V013,Vantage Sensors GmbH,2025-01-01,12,stable,1.001,1.0,0.826,8.71,8,5,5,2,0.286,66.8,117.0,1.0,0.0
VP-V014-202501,V014,Coastal Alloys Pty Ltd,2025-01-01,12,stable,0.95,0.859,0.805,7.9,2,1,1,0,0.111,71.4,359.0,,
VP-V015-202501,V015,Nordic Steel AS,2025-01-01,12,stable,0.997,0.97,0.871,9.38,2,2,2,0,0.111,65.6,322.0,,
VP-V016-202501,V016,Precision Arc Systems,2025-01-01,12,stable,0.919,1.0,0.662,7.01,8,6,6,2,0.114,88.7,531.0,0.5,1.0
VP-V017-202501,V017,Türk Makina A.Ş.,2025-01-01,12,stable,0.854,0.5,0.836,6.87,3,2,2,2,0.154,85.4,516.0,1.0,0.0
VP-V018-202501,V018,Guangzhou Mech & Elec Co.,2025-01-01,12,collapse,1.003,0.734,0.534,4.99,3,1,1,0,0.0,90.6,522.0,,
VP-V019-202501,V019,Emerald Isle Castings Ltd,2025-01-01,12,stable,1.023,1.0,0.873,8.47,4,4,4,1,0.158,70.2,521.0,0.0,5.0
VP-V020-202501,V020,Rajasthan Rare Earths Ltd,2025-01-01,12,improving,0.917,1.0,0.832,8.21,2,2,2,2,0.333,67.2,433.0,0.5,2.5
VP-V021-202501,V021,Helios Micro Systems,2025-01-01,12,new_proving,0.979,1.0,0.866,8.16,8,8,8,1,0.143,59.7,262.0,1.0,0.0
VP-V022-202501,V022,Andean Precision SRL,2025-01-01,12,new_proving,0.849,0.882,0.835,6.96,4,3,3,0,0.167,75.3,327.0,,
VP-V023-202501,V023,Sahara Industrial FZE,2025-01-01,12,new_proving,0.901,0.823,0.775,6.65,2,1,1,0,0.111,76.8,426.0,,
VP-V024-202501,V024,BalticTech UAB,2025-01-01,12,new_proving,0.974,0.982,0.918,8.18,4,4,4,0,0.0,65.6,475.0,,
VP-V001-202502,V001,Kovacs Precision GmbH,2025-02-01,13,declining,0.95,1.0,0.802,9.29,2,2,2,1,0.125,72.0,283.0,0.0,12.0
VP-V002-202502,V002,Tanaka Electrical KK,2025-02-01,13,stable,1.023,1.0,0.832,8.53,8,8,8,1,0.189,81.8,294.0,1.0,0.0
VP-V003-202502,V003,Patel Alloys Pvt Ltd,2025-02-01,13,improving,0.922,0.898,0.837,7.95,0,0,0,0,0.062,60.5,253.0,,
VP-V004-202502,V004,Strömberg Hydraulics AB,2025-02-01,13,stable,1.035,0.915,0.899,9.1,1,1,1,0,0.25,68.0,143.0,,
VP-V005-202502,V005,Cerro Negro Metals SA,2025-02-01,13,stable,0.842,0.823,0.88,7.03,0,0,0,0,0.062,80.3,455.0,,
VP-V006-202502,V006,Bright Spark Electronics Ltd,2025-02-01,13,stable,0.967,1.0,0.709,7.52,8,6,6,2,0.216,71.5,260.0,1.0,0.0
VP-V007-202502,V007,Nakamura Tooling Co.,2025-02-01,13,stable,1.042,0.945,0.81,9.18,2,2,2,0,0.067,75.1,248.0,,
VP-V008-202502,V008,Delta Composites Inc.,2025-02-01,13,stable,0.886,0.809,0.792,7.64,0,0,0,0,0.125,81.0,478.0,,
VP-V009-202502,V009,Fischer & Söhne KG,2025-02-01,13,stable,1.041,0.979,0.81,9.04,1,1,1,0,0.188,60.8,203.0,,
VP-V010-202502,V010,Adriatic Fastenings d.o.o.,2025-02-01,13,stable,0.869,0.788,0.778,7.44,2,2,2,0,0.0,89.4,504.0,,
VP-V011-202502,V011,Solaris Power Components,2025-02-01,13,stable,0.974,1.0,0.677,6.63,8,4,4,1,0.081,93.0,399.0,0.0,8.0
VP-V012-202502,V012,Indra Copper Works,2025-02-01,13,improving,0.891,0.944,0.896,8.69,0,0,0,0,0.125,67.6,336.0,,
VP-V013-202502,V013,Vantage Sensors GmbH,2025-02-01,13,stable,0.99,1.0,0.78,9.23,8,6,6,1,0.216,71.6,231.0,1.0,0.0
VP-V014-202502,V014,Coastal Alloys Pty Ltd,2025-02-01,13,stable,0.96,0.847,0.777,7.76,0,0,0,0,0.125,69.4,447.0,,
VP-V015-202502,V015,Nordic Steel AS,2025-02-01,13,stable,1.008,0.938,0.93,9.16,0,0,0,0,0.062,76.3,283.0,,
VP-V016-202502,V016,Precision Arc Systems,2025-02-01,13,stable,0.922,1.0,0.672,6.69,8,4,4,1,0.135,92.8,325.0,1.0,0.0
VP-V017-202502,V017,Türk Makina A.Ş.,2025-02-01,13,stable,0.872,0.822,0.816,7.08,2,2,2,0,0.154,83.7,375.0,,
VP-V018-202502,V018,Guangzhou Mech & Elec Co.,2025-02-01,13,collapse,0.988,0.731,0.443,4.75,0,0,0,0,0.0,89.4,552.0,,
VP-V019-202502,V019,Emerald Isle Castings Ltd,2025-02-01,13,stable,1.003,0.909,0.831,8.48,2,1,1,0,0.167,67.1,258.0,,
VP-V020-202502,V020,Rajasthan Rare Earths Ltd,2025-02-01,13,improving,0.918,0.905,0.798,7.96,0,0,0,0,0.375,70.5,314.0,,
VP-V021-202502,V021,Helios Micro Systems,2025-02-01,13,new_proving,0.989,1.0,0.922,8.2,8,7,7,2,0.162,53.6,392.0,1.0,0.0
VP-V022-202502,V022,Andean Precision SRL,2025-02-01,13,new_proving,0.852,1.0,0.758,6.72,2,2,2,1,0.176,70.5,518.0,1.0,0.0
VP-V023-202502,V023,Sahara Industrial FZE,2025-02-01,13,new_proving,0.898,0.879,0.774,6.73,0,0,0,0,0.062,79.3,349.0,,
VP-V024-202502,V024,BalticTech UAB,2025-02-01,13,new_proving,0.955,0.99,0.973,8.08,2,2,2,0,0.0,68.1,203.0,,
VP-V001-202503,V001,Kovacs Precision GmbH,2025-03-01,14,declining,0.949,0.836,0.829,9.13,3,2,2,0,0.125,74.2,204.0,,
VP-V002-202503,V002,Tanaka Electrical KK,2025-03-01,14,stable,1.023,1.0,0.824,8.74,6,5,5,2,0.2,72.4,367.0,0.5,0.5
VP-V003-202503,V003,Patel Alloys Pvt Ltd,2025-03-01,14,improving,0.928,0.942,0.852,8.18,1,0,0,0,0.083,63.4,320.0,,
VP-V004-202503,V004,Strömberg Hydraulics AB,2025-03-01,14,stable,1.056,1.0,0.866,9.2,3,3,3,1,0.25,72.7,135.0,1.0,0.0
VP-V005-202503,V005,Cerro Negro Metals SA,2025-03-01,14,stable,0.84,0.778,0.821,7.68,1,1,1,0,0.083,87.2,204.0,,
VP-V006-202503,V006,Bright Spark Electronics Ltd,2025-03-01,14,stable,0.989,1.0,0.677,7.44,6,5,5,2,0.25,75.5,426.0,1.0,0.0
VP-V007-202503,V007,Nakamura Tooling Co.,2025-03-01,14,stable,1.028,0.919,0.804,9.56,4,4,4,0,0.0,72.1,165.0,,
VP-V008-202503,V008,Delta Composites Inc.,2025-03-01,14,stable,0.881,0.726,0.824,7.42,1,0,0,0,0.083,88.8,378.0,,
VP-V009-202503,V009,Fischer & Söhne KG,2025-03-01,14,stable,1.023,1.0,0.839,8.93,4,4,4,2,0.278,65.5,396.0,0.5,3.0
VP-V010-202503,V010,Adriatic Fastenings d.o.o.,2025-03-01,14,stable,0.872,0.812,0.818,7.52,3,1,1,0,0.0,83.7,408.0,,
VP-V011-202503,V011,Solaris Power Components,2025-03-01,14,stable,0.965,0.0,0.705,7.18,6,4,4,1,0.075,84.9,494.0,1.0,0.0
VP-V012-202503,V012,Indra Copper Works,2025-03-01,14,improving,0.896,0.877,0.868,8.75,1,1,1,0,0.167,66.1,333.0,,
VP-V013-202503,V013,Vantage Sensors GmbH,2025-03-01,14,stable,1.022,0.856,0.86,8.72,6,5,5,0,0.175,73.6,234.0,,
VP-V014-202503,V014,Coastal Alloys Pty Ltd,2025-03-01,14,stable,0.95,0.848,0.756,8.22,1,1,1,0,0.083,72.2,149.0,,
VP-V015-202503,V015,Nordic Steel AS,2025-03-01,14,stable,1.001,1.0,0.855,8.88,1,1,1,1,0.083,74.9,185.0,1.0,0.0
VP-V016-202503,V016,Precision Arc Systems,2025-03-01,14,stable,0.918,1.0,0.638,6.71,6,2,2,1,0.15,100.0,224.0,1.0,0.0
VP-V017-202503,V017,Türk Makina A.Ş.,2025-03-01,14,stable,0.868,1.0,0.842,7.79,4,4,4,1,0.214,84.2,216.0,1.0,0.0
VP-V018-202503,V018,Guangzhou Mech & Elec Co.,2025-03-01,14,collapse,1.021,0.799,0.424,4.43,0,0,0,0,0.0,83.2,248.0,,
VP-V019-202503,V019,Emerald Isle Castings Ltd,2025-03-01,14,stable,1.021,0.863,0.84,8.82,3,3,3,0,0.111,72.5,374.0,,
VP-V020-202503,V020,Rajasthan Rare Earths Ltd,2025-03-01,14,improving,0.899,0.9,0.836,8.32,1,1,1,0,0.333,64.3,271.0,,
VP-V021-202503,V021,Helios Micro Systems,2025-03-01,14,new_proving,0.996,0.99,0.88,8.39,6,5,5,0,0.15,65.8,339.0,,
VP-V022-202503,V022,Andean Precision SRL,2025-03-01,14,new_proving,0.868,0.873,0.859,7.14,4,3,3,0,0.158,70.2,285.0,,
VP-V023-202503,V023,Sahara Industrial FZE,2025-03-01,14,new_proving,0.902,0.821,0.766,7.16,1,1,1,0,0.083,83.6,250.0,,
VP-V024-202503,V024,BalticTech UAB,2025-03-01,14,new_proving,0.951,0.99,0.946,8.15,4,3,3,0,0.0,67.5,223.0,,
VP-V001-202504,V001,Kovacs Precision GmbH,2025-04-01,15,declining,0.967,0.841,0.805,9.31,2,0,0,0,0.067,76.6,88.0,,
VP-V002-202504,V002,Tanaka Electrical KK,2025-04-01,15,stable,1.011,1.0,0.806,8.87,9,6,6,1,0.196,75.7,296.0,1.0,0.0
VP-V003-202504,V003,Patel Alloys Pvt Ltd,2025-04-01,15,improving,0.913,0.965,0.891,8.36,0,0,0,0,0.125,63.9,309.0,,
VP-V004-202504,V004,Strömberg Hydraulics AB,2025-04-01,15,stable,1.054,0.94,0.902,9.1,3,2,2,0,0.267,69.9,178.0,,
VP-V005-202504,V005,Cerro Negro Metals SA,2025-04-01,15,stable,0.831,0.816,0.814,7.36,0,0,0,0,0.0,73.2,412.0,,
VP-V006-202504,V006,Bright Spark Electronics Ltd,2025-04-01,15,stable,0.984,1.0,0.696,7.11,9,9,9,3,0.239,74.8,156.0,1.0,0.0
VP-V007-202504,V007,Nakamura Tooling Co.,2025-04-01,15,stable,1.049,1.0,0.806,8.81,2,2,2,1,0.067,76.1,281.0,0.0,1.0
VP-V008-202504,V008,Delta Composites Inc.,2025-04-01,15,stable,0.88,0.82,0.766,7.53,0,0,0,0,0.125,82.5,319.0,,
VP-V009-202504,V009,Fischer & Söhne KG,2025-04-01,15,stable,1.011,0.863,0.839,8.83,3,1,1,0,0.235,66.6,337.0,,
VP-V010-202504,V010,Adriatic Fastenings d.o.o.,2025-04-01,15,stable,0.879,1.0,0.775,7.7,2,2,2,1,0.067,81.3,461.0,1.0,0.0
VP-V011-202504,V011,Solaris Power Components,2025-04-01,15,stable,0.969,1.0,0.662,6.76,9,6,6,1,0.087,96.2,297.0,0.0,3.0
VP-V012-202504,V012,Indra Copper Works,2025-04-01,15,improving,0.886,0.985,0.97,8.59,0,0,0,0,0.0,66.8,322.0,,
